vulnerability_id,asset_id,cve_id,vulnerability_type,cvss_score,severity,exploitability_score,attack_vector,attack_complexity,privileges_required,user_interaction,known_exploited,exploit_available,exploit_age_days,vulnerability_age_days,affected_service,patch_available,patch_age_days,remediation_status,remediation_deadline,vulnerability_risk_score
VULN-009333,AST-01416,CVE-2024-19652,LDAP Injection,1.0,Low,0.4,Network,Low,High,Required,False,False,0,355,API Gateway,False,0,In Progress,,0.8
VULN-009334,AST-01449,CVE-2026-67596,Information Disclosure,8.2,High,2.9,Local,High,None,None,False,False,0,572,Firewall,True,449,Accepted,,10
VULN-009335,AST-05563,CVE-2021-97206,RCE,5.6,Medium,1.7,Network,Low,Low,Required,False,False,0,1097,SaaS Application,True,498,Mitigated,,4.8
VULN-009336,AST-05349,CVE-2026-73607,CSRF,4.4,Medium,1.2,Network,Low,Low,None,False,False,0,396,Web Server,False,0,Accepted,,4.7
VULN-009337,AST-02331,CVE-2021-3052,Improper Access Control,9.2,Critical,3.9,Local,High,Low,Required,True,True,802,1081,Firewall,True,401,In Progress,,10
VULN-009338,AST-08746,CVE-2021-32465,Authentication Bypass,6.4,Medium,2.2,Adjacent,High,High,None,False,False,0,522,Storage Bucket,False,0,In Progress,,7.6
VULN-009339,AST-08640,CVE-2026-55449,Information Disclosure,7.6,High,2.8,Network,High,High,Required,False,False,0,990,Storage Bucket,True,425,Mitigated,,4.7
VULN-009340,AST-02264,CVE-2019-17901,Privilege Escalation,4.3,Medium,1.7,Local,High,High,Required,False,False,0,993,Email Server,True,237,Mitigated,,1.5
VULN-009341,AST-08134,CVE-2022-48788,Privilege Escalation,9.1,Critical,2.3,Local,High,High,Required,False,False,0,915,Network Device,True,621,Open,2026-10-12,9.8
VULN-009342,AST-05765,CVE-2026-59809,Buffer Overflow,3.6,Low,0.9,Physical,High,High,None,False,False,0,192,Cloud VM,True,36,Accepted,,3.1
VULN-009343,AST-04473,CVE-2026-2550,Use After Free,4.1,Medium,1.4,Physical,High,None,None,False,True,155,760,Payment Gateway,True,25,Mitigated,,1.4
VULN-009344,AST-00576,CVE-2021-35624,Authentication Bypass,5.0,Medium,2.1,Network,High,Low,None,False,False,0,35,IAM System,False,0,False Positive,,6.4
VULN-009345,AST-07576,CVE-2026-21077,Memory Corruption,2.3,Low,0.6,Network,High,Low,Required,False,False,0,331,Network Device,True,108,False Positive,,3.5
VULN-009346,AST-00948,CVE-2020-42751,Authentication Bypass,6.1,Medium,2.7,Network,Low,Low,Required,False,False,0,1193,Workstation,True,455,In Progress,,6.2
VULN-009347,AST-02441,CVE-2024-66181,LDAP Injection,8.2,High,2.4,Network,Low,Low,None,False,False,0,158,Domain Controller,True,109,In Progress,,7.7
VULN-009348,AST-00900,CVE-2025-14230,Race Condition,6.0,Medium,3.0,Local,High,High,Required,False,False,0,2,Workstation,True,2,Mitigated,,3.3
VULN-009349,AST-01788,CVE-2026-80207,Improper Access Control,9.6,Critical,2.6,Local,Low,None,Required,False,False,0,622,Network Device,False,0,Open,2026-10-21,10
VULN-009350,AST-09677,CVE-2020-39895,LDAP Injection,0.2,Low,0.1,Network,Low,Low,None,False,True,249,461,Workstation,False,0,In Progress,,0.2
VULN-009351,AST-06398,CVE-2023-5567,XXE,8.4,High,2.6,Adjacent,Low,None,Required,False,True,0,106,SaaS Application,True,92,Open,2026-10-06,8.6
VULN-009352,AST-04906,CVE-2022-98160,Deserialization,8.5,High,3.0,Network,High,High,Required,False,False,0,705,SaaS Application,True,406,Open,2026-09-27,7.3
VULN-009353,AST-09552,CVE-2024-35221,Authentication Bypass,6.4,Medium,1.5,Local,Low,None,None,False,False,0,1108,API Gateway,False,0,Mitigated,,3.5
VULN-009354,AST-01049,CVE-2025-65859,Buffer Overflow,1.2,Low,0.4,Local,Low,None,Required,True,True,583,712,Firewall,True,413,Mitigated,,0.6
VULN-009355,AST-06928,CVE-2026-19979,Authentication Bypass,6.0,Medium,2.1,Local,Low,High,None,False,True,513,1035,Firewall,True,279,In Progress,,5.9
VULN-009356,AST-02358,CVE-2019-60458,Privilege Escalation,5.0,Medium,1.6,Adjacent,Low,Low,None,False,True,58,126,API Gateway,True,91,Accepted,,7.4
VULN-009357,AST-02962,CVE-2020-58367,CSRF,8.3,High,3.9,Network,Low,None,None,False,True,163,302,Firewall,False,0,False Positive,,7.1
VULN-009358,AST-08984,CVE-2026-85245,Use After Free,5.8,Medium,2.7,Local,Low,None,Required,False,False,0,654,Employee Laptop,False,0,In Progress,,7.8
VULN-009359,AST-03248,CVE-2020-89278,Insecure Default Configuration,8.6,High,3.2,Network,Low,High,None,False,True,666,715,IoT Device,True,30,Open,2026-10-24,10.0
VULN-009360,AST-03624,CVE-2026-25737,Race Condition,8.5,High,3.4,Local,High,High,None,False,False,0,564,Payment Gateway,True,118,Open,2026-11-22,9.1
VULN-009361,AST-09847,CVE-2026-75874,Deserialization,4.7,Medium,1.9,Network,High,High,None,False,False,0,889,Employee Laptop,True,117,Mitigated,,2.1
VULN-009362,AST-04037,CVE-2022-60539,SQL Injection,7.2,High,1.7,Physical,High,None,Required,False,False,0,338,Storage Bucket,False,0,Accepted,,7.0
VULN-009363,AST-03949,CVE-2025-7999,Command Injection,8.0,High,3.3,Network,Low,None,None,False,False,0,763,SaaS Application,True,380,In Progress,,9.3
VULN-009364,AST-06641,CVE-2026-21448,Use After Free,5.3,Medium,1.8,Network,High,High,None,False,True,155,207,Workstation,True,97,Accepted,,5.5
VULN-009365,AST-08336,CVE-2026-22068,Command Injection,8.8,High,3.2,Local,High,High,Required,False,False,0,366,Domain Controller,True,361,Mitigated,,7.4
VULN-009366,AST-06773,CVE-2026-42965,Race Condition,7.7,High,1.7,Network,Low,Low,Required,False,False,0,1172,Workstation,False,0,Mitigated,,4.5
VULN-009367,AST-04005,CVE-2019-33151,Insecure Default Configuration,1.4,Low,0.7,Network,High,High,None,False,False,0,189,Employee Laptop,True,53,False Positive,,2.0
VULN-009368,AST-01583,CVE-2025-71896,Memory Corruption,6.3,Medium,2.5,Network,High,None,Required,False,False,0,1077,SaaS Application,True,560,Open,2026-11-26,6.6
VULN-009369,AST-07701,CVE-2026-78064,RCE,3.8,Low,1.5,Local,Low,None,Required,False,True,61,147,IoT Device,True,67,In Progress,,4.6
VULN-009370,AST-08608,CVE-2026-42556,Insecure Default Configuration,7.6,High,2.7,Network,High,High,None,False,False,0,621,API Gateway,True,610,Open,2026-09-30,8.2
VULN-009371,AST-06991,CVE-2025-66136,Buffer Overflow,1.0,Low,0.3,Network,High,None,Required,False,False,0,483,Database Server,True,11,False Positive,,2.8
VULN-009372,AST-07632,CVE-2020-36381,Authentication Bypass,8.5,High,3.9,Network,Low,Low,Required,False,False,0,702,Employee Laptop,False,0,Open,2026-11-14,8.6
VULN-009373,AST-06037,CVE-2026-80672,LDAP Injection,5.2,Medium,2.0,Local,Low,None,None,False,False,0,117,File Server,False,0,Mitigated,,2.8
VULN-009374,AST-05514,CVE-2020-99930,Race Condition,8.1,High,2.0,Network,Low,None,Required,False,False,0,970,SaaS Application,False,0,Mitigated,,5.4
VULN-009375,AST-01641,CVE-2023-35551,Improper Access Control,8.8,High,3.4,Local,Low,None,Required,True,True,93,742,IoT Device,True,356,In Progress,,10
VULN-009376,AST-02981,CVE-2026-59240,Improper Access Control,5.7,Medium,2.1,Adjacent,High,Low,Required,False,False,0,695,API Gateway,True,105,Mitigated,,4.4
VULN-009377,AST-09397,CVE-2025-26733,CSRF,8.6,High,3.7,Network,High,None,Required,False,False,0,963,Network Device,True,145,Open,2026-11-13,8.8
VULN-009378,AST-08185,CVE-2019-86417,CSRF,2.4,Low,0.6,Network,Low,High,None,False,False,0,867,Workstation,True,108,In Progress,,2.1
VULN-009379,AST-04756,CVE-2019-6472,LDAP Injection,4.8,Medium,1.5,Local,High,None,None,True,True,0,144,Storage Bucket,True,86,Accepted,,6.7
VULN-009380,AST-07995,CVE-2026-7243,Memory Corruption,9.5,Critical,3.6,Physical,High,None,None,True,True,13,36,Database Server,True,2,In Progress,,10
VULN-009381,AST-03459,CVE-2022-76300,Deserialization,2.4,Low,1.0,Adjacent,High,High,Required,False,False,0,52,Storage Bucket,True,31,Accepted,,3.0
VULN-009382,AST-08898,CVE-2020-76483,Command Injection,1.6,Low,0.5,Network,High,High,None,False,True,844,922,CI/CD Server,False,0,Accepted,,1.6
VULN-009383,AST-00589,CVE-2026-60217,Command Injection,7.8,High,3.2,Network,High,Low,None,False,False,0,994,CI/CD Server,False,0,Accepted,,8.5
VULN-009384,AST-01317,CVE-2022-17319,Command Injection,0.7,Low,0.1,Network,Low,None,None,False,False,0,301,Workstation,True,136,Mitigated,,0.1
VULN-009385,AST-06959,CVE-2019-33628,CSRF,9.6,Critical,3.7,Network,High,High,None,False,False,0,894,Email Server,True,709,Open,2026-11-15,10
VULN-009386,AST-02415,CVE-2019-16857,Use After Free,4.1,Medium,1.2,Network,High,High,None,False,False,0,1023,Application Server,False,0,In Progress,,4.9
VULN-009387,AST-06800,CVE-2021-78851,Information Disclosure,8.2,High,2.1,Physical,High,High,None,True,True,32,130,Database Server,True,0,In Progress,,10
VULN-009388,AST-00734,CVE-2022-76087,Buffer Overflow,7.8,High,1.6,Network,High,High,Required,False,False,0,1143,Network Device,True,233,In Progress,,8.0
VULN-009389,AST-08918,CVE-2026-18794,RCE,7.3,High,1.6,Local,High,None,None,False,False,0,960,Cloud VM,False,0,In Progress,,7.9
VULN-009390,AST-03273,CVE-2023-32733,RCE,6.5,Medium,2.5,Physical,High,High,None,False,True,212,463,IAM System,False,0,In Progress,,8.2
VULN-009391,AST-00477,CVE-2019-74339,Deserialization,6.4,Medium,2.2,Local,Low,Low,Required,False,False,0,1096,Network Device,True,167,Mitigated,,5.0
VULN-009392,AST-05541,CVE-2026-93501,Information Disclosure,5.4,Medium,1.3,Network,Low,High,None,False,False,0,495,VPN Gateway,False,0,Mitigated,,2.5
VULN-009393,AST-08475,CVE-2019-76802,Privilege Escalation,3.1,Low,1.2,Physical,High,Low,Required,False,False,0,393,Firewall,True,63,Open,2026-09-20,3.1
VULN-009394,AST-00420,CVE-2025-19594,SQL Injection,8.3,High,2.1,Adjacent,High,High,None,False,False,0,723,Domain Controller,False,0,Mitigated,,4.7
VULN-009395,AST-01312,CVE-2026-31892,Improper Access Control,9.5,Critical,2.0,Local,Low,None,None,False,False,0,767,Payment Gateway,False,0,In Progress,,9.8
VULN-009396,AST-04984,CVE-2024-70700,Insecure Default Configuration,7.8,High,2.0,Adjacent,Low,Low,None,False,False,0,602,Kubernetes Cluster,False,0,Open,2026-10-25,8.3
VULN-009397,AST-05498,CVE-2026-61505,Memory Corruption,6.8,Medium,3.2,Network,High,Low,None,False,False,0,411,Web Server,False,0,False Positive,,5.9
VULN-009398,AST-00572,CVE-2023-88934,CSRF,5.3,Medium,2.6,Local,High,High,Required,False,False,0,299,File Server,True,84,False Positive,,6.9
VULN-009399,AST-08875,CVE-2026-79236,Information Disclosure,1.9,Low,0.4,Network,High,None,Required,False,False,0,1072,Cloud VM,False,0,False Positive,,2.6
VULN-009400,AST-09008,CVE-2020-60831,XSS,3.2,Low,0.8,Physical,Low,Low,None,False,False,0,1168,SaaS Application,True,837,In Progress,,3.3
VULN-009401,AST-09930,CVE-2026-2559,SSRF,4.9,Medium,2.4,Network,High,High,None,False,False,0,1190,File Server,True,303,Mitigated,,2.5
VULN-009402,AST-04740,CVE-2019-23941,Information Disclosure,6.1,Medium,2.3,Local,Low,None,None,False,False,0,441,VPN Gateway,True,313,Accepted,,7.2
VULN-009403,AST-06329,CVE-2024-99216,Use After Free,0.8,Low,0.3,Network,Low,None,Required,False,False,0,882,Domain Controller,True,414,Open,2026-10-02,2.7
VULN-009404,AST-06649,CVE-2026-56948,XSS,6.6,Medium,2.4,Local,Low,High,Required,False,False,0,132,Firewall,True,26,In Progress,,7.8
VULN-009405,AST-02362,CVE-2021-6817,XSS,7.1,High,1.5,Network,High,Low,None,False,False,0,230,Domain Controller,False,0,In Progress,,8.8
VULN-009406,AST-00382,CVE-2020-92052,Path Traversal,9.3,Critical,3.0,Network,Low,High,None,False,True,510,871,Kubernetes Cluster,False,0,Mitigated,,5.8
VULN-009407,AST-04352,CVE-2026-20315,Insecure Default Configuration,9.9,Critical,2.6,Network,High,Low,None,False,False,0,751,VPN Gateway,True,341,In Progress,,10
VULN-009408,AST-02922,CVE-2020-42739,Privilege Escalation,4.2,Medium,1.9,Network,Low,Low,Required,False,False,0,1080,Workstation,True,493,Mitigated,,2.9
VULN-009409,AST-01018,CVE-2026-82449,Command Injection,4.1,Medium,1.1,Network,Low,High,Required,False,True,258,478,Firewall,False,0,Accepted,,4.3
VULN-009410,AST-00400,CVE-2022-60399,Command Injection,4.1,Medium,2.0,Adjacent,High,None,Required,False,False,0,1033,IAM System,True,1027,Accepted,,4.1
VULN-009411,AST-09268,CVE-2020-56196,XXE,9.1,Critical,1.8,Adjacent,High,None,Required,False,False,0,1092,Kubernetes Cluster,False,0,Open,2026-09-15,9.8
VULN-009412,AST-02279,CVE-2026-45782,Improper Access Control,3.9,Low,1.5,Physical,High,High,None,False,False,0,818,IAM System,True,784,In Progress,,3.9
VULN-009413,AST-04452,CVE-2020-53514,Improper Access Control,2.7,Low,1.0,Network,High,Low,None,True,True,396,445,Employee Laptop,True,143,Mitigated,,1.8
VULN-009414,AST-09052,CVE-2026-84478,Path Traversal,8.5,High,2.6,Local,High,None,None,False,True,296,687,Payment Gateway,False,0,Accepted,,9.3
VULN-009415,AST-08273,CVE-2025-94630,Race Condition,4.8,Medium,1.2,Network,Low,None,None,False,False,0,155,Domain Controller,True,89,Open,2026-09-19,4.9
VULN-009416,AST-02549,CVE-2022-96026,SSRF,7.9,High,2.1,Network,High,High,Required,False,False,0,113,SaaS Application,True,13,In Progress,,8.8
VULN-009417,AST-00248,CVE-2019-88635,SQL Injection,8.0,High,2.9,Network,High,High,None,False,False,0,932,Firewall,True,317,In Progress,,8.3
VULN-009418,AST-06663,CVE-2026-54570,Authentication Bypass,6.1,Medium,2.3,Network,High,High,Required,True,True,181,214,Payment Gateway,False,0,Mitigated,,5.4
VULN-009419,AST-02382,CVE-2026-10561,Privilege Escalation,6.3,Medium,1.5,Network,Low,High,None,False,False,0,1096,Workstation,True,752,In Progress,,7.4
VULN-009420,AST-09475,CVE-2020-34324,Cryptographic Weakness,5.9,Medium,1.7,Local,High,High,None,False,False,0,817,API Gateway,False,0,In Progress,,7.0
VULN-009421,AST-07063,CVE-2026-4184,XSS,2.3,Low,0.7,Network,High,None,Required,False,True,44,651,Domain Controller,True,142,Open,2026-11-11,2.5
VULN-009422,AST-09730,CVE-2022-36936,CSRF,2.6,Low,0.7,Network,High,Low,None,False,False,0,1044,Payment Gateway,True,439,In Progress,,4.9
VULN-009423,AST-04403,CVE-2026-48277,Use After Free,2.5,Low,0.6,Network,Low,Low,None,False,True,96,496,Application Server,True,88,Open,2026-09-12,2.5
VULN-009424,AST-00846,CVE-2026-82637,Information Disclosure,1.5,Low,0.5,Local,High,High,None,False,True,113,709,IoT Device,True,571,False Positive,,1.8
VULN-009425,AST-00810,CVE-2024-92895,Insecure Default Configuration,7.8,High,2.0,Local,Low,Low,Required,False,False,0,307,API Gateway,True,173,False Positive,,7.5
VULN-009426,AST-00348,CVE-2024-3965,Improper Access Control,7.6,High,2.1,Network,High,None,Required,False,False,0,57,Domain Controller,False,0,Open,2026-11-18,7.5
VULN-009427,AST-09438,CVE-2025-27163,XXE,9.3,Critical,3.3,Adjacent,Low,None,None,False,False,0,1166,Network Device,True,235,In Progress,,9.3
VULN-009428,AST-06605,CVE-2026-81769,CSRF,8.9,High,2.9,Adjacent,Low,High,None,False,False,0,1084,Kubernetes Cluster,False,0,Open,2026-11-07,8.0
VULN-009429,AST-09562,CVE-2026-75575,Deserialization,5.2,Medium,2.0,Network,Low,High,Required,False,False,0,897,Domain Controller,False,0,Open,2026-10-30,5.9
VULN-009430,AST-06264,CVE-2022-20088,Deserialization,4.4,Medium,1.2,Local,High,Low,None,False,False,0,1081,Web Server,False,0,Accepted,,4.1
VULN-009431,AST-06384,CVE-2026-3726,Command Injection,6.5,Medium,2.1,Local,High,None,Required,False,False,0,168,IoT Device,False,0,In Progress,,5.9
VULN-009432,AST-00780,CVE-2024-97681,SSRF,0.8,Low,0.4,Network,Low,None,None,False,False,0,169,Email Server,True,95,False Positive,,1.4
VULN-009433,AST-08856,CVE-2019-75691,RCE,4.7,Medium,1.8,Adjacent,Low,None,Required,False,False,0,1071,IoT Device,False,0,Mitigated,,1.9
VULN-009434,AST-09274,CVE-2026-97129,Improper Access Control,4.4,Medium,1.9,Network,Low,None,None,False,True,74,103,VPN Gateway,True,101,Open,2026-11-06,6.3
VULN-009435,AST-00957,CVE-2021-57432,XSS,5.4,Medium,1.4,Network,Low,Low,Required,False,False,0,258,CI/CD Server,True,159,Mitigated,,2.6
VULN-009436,AST-03393,CVE-2023-85720,Authentication Bypass,3.0,Low,1.4,Network,High,None,Required,False,False,0,818,Firewall,False,0,Accepted,,3.3
VULN-009437,AST-00253,CVE-2026-91305,Buffer Overflow,0.1,Low,0.0,Network,High,High,Required,False,False,0,392,Cloud VM,False,0,In Progress,,0.1
VULN-009438,AST-08771,CVE-2026-19027,CSRF,0.3,Low,0.1,Local,Low,High,Required,False,False,0,113,File Server,True,25,Mitigated,,0.1
VULN-009439,AST-03841,CVE-2024-64049,Memory Corruption,2.7,Low,0.8,Physical,High,High,Required,False,False,0,371,VPN Gateway,True,39,Accepted,,3.3
VULN-009440,AST-03903,CVE-2020-68332,Buffer Overflow,2.3,Low,1.0,Network,High,High,Required,False,False,0,601,Domain Controller,True,115,False Positive,,2.7
VULN-009441,AST-02500,CVE-2025-57478,CSRF,2.1,Low,0.6,Network,High,High,Required,False,False,0,75,Kubernetes Cluster,False,0,Mitigated,,0.1
VULN-009442,AST-03087,CVE-2024-30163,Privilege Escalation,4.6,Medium,1.4,Adjacent,High,None,Required,False,False,0,481,IAM System,True,235,Accepted,,5.7
VULN-009443,AST-03907,CVE-2024-73643,Privilege Escalation,7.9,High,2.9,Local,High,Low,Required,False,False,0,592,API Gateway,True,433,Mitigated,,6.0
VULN-009444,AST-06038,CVE-2026-84350,Buffer Overflow,5.1,Medium,1.6,Network,High,None,Required,False,False,0,632,Payment Gateway,False,0,Open,2026-12-03,7.3
VULN-009445,AST-01687,CVE-2024-98110,Use After Free,5.1,Medium,1.3,Adjacent,Low,None,Required,False,False,0,633,Web Server,True,525,Mitigated,,1.8
VULN-009446,AST-08664,CVE-2025-55869,CSRF,2.8,Low,0.8,Adjacent,High,None,Required,False,False,0,770,CI/CD Server,False,0,Open,2026-10-03,2.9
VULN-009447,AST-07460,CVE-2020-33711,Authentication Bypass,9.3,Critical,3.9,Network,High,Low,Required,True,True,454,1113,Kubernetes Cluster,False,0,Mitigated,,10
VULN-009448,AST-05208,CVE-2026-78333,CSRF,8.4,High,2.1,Adjacent,Low,Low,None,False,True,254,817,File Server,False,0,Accepted,,9.6
VULN-009449,AST-06588,CVE-2026-48939,Use After Free,9.8,Critical,3.0,Network,Low,None,Required,False,True,46,401,IAM System,True,272,Open,2026-10-25,10
VULN-009450,AST-00547,CVE-2019-91543,XXE,7.6,High,3.7,Network,Low,High,None,False,False,0,986,CI/CD Server,True,672,Mitigated,,3.9
VULN-009451,AST-03083,CVE-2024-91530,Path Traversal,3.4,Low,1.3,Network,Low,High,None,True,True,389,1120,VPN Gateway,True,1089,Accepted,,5.8
VULN-009452,AST-02331,CVE-2022-71909,Buffer Overflow,7.5,High,3.1,Network,Low,High,Required,False,True,129,418,Firewall,False,0,In Progress,,8.0
VULN-009453,AST-02654,CVE-2026-17501,LDAP Injection,0.6,Low,0.3,Local,Low,Low,None,False,False,0,775,Storage Bucket,True,660,In Progress,,0.5
VULN-009454,AST-05432,CVE-2025-20213,Command Injection,1.6,Low,0.6,Network,High,None,Required,False,False,0,1174,Workstation,True,659,False Positive,,1.6
VULN-009455,AST-01358,CVE-2026-65883,Path Traversal,6.2,Medium,2.2,Network,High,High,None,False,True,70,506,VPN Gateway,True,311,Mitigated,,5.6
VULN-009456,AST-05011,CVE-2024-99459,Use After Free,4.1,Medium,1.8,Network,High,Low,None,False,False,0,931,Storage Bucket,True,289,Mitigated,,1.1
VULN-009457,AST-04398,CVE-2024-50923,Memory Corruption,4.4,Medium,2.0,Network,High,Low,None,False,False,0,1130,Email Server,True,726,Mitigated,,3.4
VULN-009458,AST-03782,CVE-2025-56922,Information Disclosure,8.6,High,3.9,Network,High,Low,Required,False,False,0,705,Storage Bucket,False,0,In Progress,,9.2
VULN-009459,AST-05342,CVE-2025-8876,Insecure Default Configuration,8.8,High,3.4,Adjacent,High,None,Required,True,True,394,461,Workstation,True,84,Accepted,,10
VULN-009460,AST-06677,CVE-2020-39867,Buffer Overflow,4.3,Medium,2.0,Network,High,None,Required,True,True,87,850,Network Device,True,601,Accepted,,9.1
VULN-009461,AST-07472,CVE-2021-96514,Improper Access Control,8.5,High,3.9,Network,High,High,None,False,False,0,1136,Application Server,False,0,Accepted,,8.6
VULN-009462,AST-03859,CVE-2023-65053,Privilege Escalation,5.9,Medium,2.9,Local,Low,None,None,False,False,0,35,Payment Gateway,True,13,Mitigated,,5.3
VULN-009463,AST-00507,CVE-2019-36591,Use After Free,3.4,Low,1.4,Adjacent,High,None,None,False,False,0,660,Email Server,True,362,In Progress,,4.4
VULN-009464,AST-06884,CVE-2021-1838,Authentication Bypass,1.5,Low,0.4,Network,Low,None,Required,False,False,0,68,Application Server,True,64,Mitigated,,0.1
VULN-009465,AST-09838,CVE-2026-52887,Buffer Overflow,6.1,Medium,2.0,Adjacent,Low,None,None,False,False,0,423,Employee Laptop,True,179,Mitigated,,4.8
VULN-009466,AST-05580,CVE-2025-21574,CSRF,3.6,Low,1.4,Network,Low,None,None,False,False,0,143,Firewall,True,115,Accepted,,6.0
VULN-009467,AST-08614,CVE-2019-24114,XXE,9.3,Critical,2.3,Network,Low,Low,Required,False,False,0,167,Workstation,True,29,Open,2026-09-26,8.7
VULN-009468,AST-02744,CVE-2026-82398,Insecure Default Configuration,4.9,Medium,1.3,Local,Low,High,None,False,False,0,699,Storage Bucket,True,271,Mitigated,,1.8
VULN-009469,AST-03573,CVE-2026-64627,Buffer Overflow,1.1,Low,0.3,Local,High,None,Required,False,False,0,887,API Gateway,True,250,In Progress,,1.5
VULN-009470,AST-07764,CVE-2021-1307,Memory Corruption,0.2,Low,0.1,Adjacent,Low,High,Required,False,True,588,675,IAM System,True,141,False Positive,,0.7
VULN-009471,AST-07624,CVE-2020-64238,Use After Free,1.8,Low,0.7,Network,High,None,None,False,False,0,914,SaaS Application,True,72,Mitigated,,0.9
VULN-009472,AST-08045,CVE-2026-48908,Path Traversal,9.3,Critical,2.6,Local,High,Low,Required,False,False,0,200,Storage Bucket,True,63,Open,2026-10-18,8.2
VULN-009473,AST-07124,CVE-2026-86765,SSRF,9.8,Critical,3.9,Network,High,Low,None,False,False,0,717,CI/CD Server,True,715,In Progress,,8.6
VULN-009474,AST-07634,CVE-2021-70156,Path Traversal,4.6,Medium,1.0,Adjacent,Low,Low,None,False,False,0,818,Database Server,True,320,False Positive,,5.4
VULN-009475,AST-07579,CVE-2021-87301,Privilege Escalation,6.0,Medium,2.7,Local,Low,Low,None,False,True,4,63,Database Server,True,36,In Progress,,5.5
VULN-009476,AST-02159,CVE-2026-6516,LDAP Injection,4.9,Medium,1.1,Network,High,High,Required,False,True,418,787,Kubernetes Cluster,True,361,In Progress,,5.6
VULN-009477,AST-07080,CVE-2019-26625,XXE,1.5,Low,0.4,Network,High,Low,None,False,False,0,106,Domain Controller,True,53,Accepted,,1.7
VULN-009478,AST-05216,CVE-2026-84968,Memory Corruption,5.6,Medium,1.3,Network,Low,None,None,False,False,0,1164,SaaS Application,True,1153,Open,2026-09-22,6.6
VULN-009479,AST-00319,CVE-2024-6749,Authentication Bypass,1.0,Low,0.4,Network,Low,None,None,False,False,0,187,CI/CD Server,False,0,Mitigated,,0.1
VULN-009480,AST-09815,CVE-2026-7136,Information Disclosure,4.7,Medium,1.0,Network,Low,Low,None,False,False,0,963,Cloud VM,True,228,Open,2026-10-07,5.5
VULN-009481,AST-08972,CVE-2025-94264,SQL Injection,7.8,High,3.5,Network,High,High,Required,False,True,19,51,File Server,True,11,Open,2026-10-27,7.4
VULN-009482,AST-01747,CVE-2026-6876,Privilege Escalation,9.4,Critical,3.9,Network,Low,None,Required,False,False,0,1003,File Server,True,774,In Progress,,8.3
VULN-009483,AST-01991,CVE-2021-11762,Path Traversal,7.1,High,2.5,Network,Low,Low,None,False,False,0,974,Payment Gateway,False,0,In Progress,,7.1
VULN-009484,AST-03181,CVE-2019-28810,Deserialization,9.3,Critical,2.2,Network,High,High,None,False,False,0,386,VPN Gateway,False,0,Mitigated,,6.6
VULN-009485,AST-00034,CVE-2026-59648,Deserialization,5.8,Medium,1.2,Network,High,None,Required,False,False,0,1001,Network Device,True,819,Mitigated,,2.8
VULN-009486,AST-02258,CVE-2023-80845,XSS,2.0,Low,0.6,Local,Low,None,Required,False,True,19,46,Employee Laptop,True,39,Mitigated,,0.9
VULN-009487,AST-08110,CVE-2026-47134,Authentication Bypass,7.4,High,2.2,Local,High,None,None,False,False,0,369,Domain Controller,True,182,Mitigated,,7.0
VULN-009488,AST-01973,CVE-2026-75949,Privilege Escalation,4.5,Medium,2.2,Network,Low,None,None,False,False,0,423,File Server,True,352,Open,2026-09-20,5.2
VULN-009489,AST-05394,CVE-2024-39259,Insecure Default Configuration,2.5,Low,0.8,Network,High,None,None,False,False,0,293,Database Server,True,226,False Positive,,3.2
VULN-009490,AST-07631,CVE-2019-20300,SQL Injection,5.6,Medium,1.4,Network,Low,High,None,False,False,0,820,VPN Gateway,True,641,Mitigated,,4.0
VULN-009491,AST-01385,CVE-2022-90780,Memory Corruption,2.9,Low,1.3,Network,High,High,Required,False,False,0,838,Firewall,True,341,Mitigated,,1.8
VULN-009492,AST-01990,CVE-2026-21205,Use After Free,4.7,Medium,1.2,Network,High,None,Required,False,False,0,631,Web Server,True,381,In Progress,,5.6
VULN-009493,AST-06982,CVE-2020-84753,Insecure Default Configuration,5.0,Medium,2.4,Network,Low,High,None,False,False,0,767,Web Server,True,236,In Progress,,5.3
VULN-009494,AST-06648,CVE-2020-78696,Deserialization,9.2,Critical,3.8,Network,Low,None,None,False,False,0,253,Storage Bucket,False,0,In Progress,,7.6
VULN-009495,AST-06742,CVE-2026-72817,Race Condition,1.5,Low,0.7,Network,Low,Low,Required,False,False,0,793,Web Server,True,73,False Positive,,3.6
VULN-009496,AST-06090,CVE-2026-40323,Memory Corruption,5.3,Medium,1.8,Network,High,Low,None,False,False,0,431,Cloud VM,True,283,False Positive,,7.7
VULN-009497,AST-03857,CVE-2019-87056,Information Disclosure,9.5,Critical,3.8,Network,Low,None,Required,False,False,0,808,SaaS Application,True,669,Mitigated,,8.7
VULN-009498,AST-07252,CVE-2026-75126,Buffer Overflow,8.5,High,3.9,Network,High,None,None,False,False,0,1131,Cloud VM,True,312,Accepted,,6.8
VULN-009499,AST-00726,CVE-2026-13335,XXE,4.1,Medium,1.9,Physical,Low,None,Required,False,False,0,72,Network Device,True,34,Mitigated,,1.6
VULN-009500,AST-05113,CVE-2024-62592,Use After Free,2.9,Low,0.9,Network,High,None,Required,False,True,52,346,Network Device,False,0,Accepted,,3.5
VULN-009501,AST-07544,CVE-2019-19887,CSRF,8.8,High,3.9,Network,High,None,None,False,False,0,384,VPN Gateway,True,298,Accepted,,10.0
