telemetry_id,asset_id,timestamp,malware_detected,suspicious_process_count,endpoint_alert_count,ransomware_indicator,malicious_file_count,blocked_connection_count,isolation_triggered,detection_confidence,endpoint_security_score
EDR-000611,AST-00611,2026-08-20 10:58:14,False,6,18,False,0,10,False,0.16,7.4
EDR-000612,AST-00612,2026-08-12 01:58:14,False,4,13,False,0,14,False,0.52,7.8
EDR-000613,AST-00613,2026-08-09 02:58:14,False,9,8,False,0,30,False,0.36,7.1
EDR-000614,AST-00614,2026-09-02 06:58:14,False,7,20,False,0,15,False,0.64,6.6
EDR-000615,AST-00615,2026-08-23 12:58:14,False,8,13,False,0,39,False,0.19,7.2
EDR-000616,AST-00616,2026-09-03 20:58:14,False,5,10,False,0,30,False,0.8,7.6
EDR-000617,AST-00617,2026-08-30 21:58:14,False,3,8,False,0,8,False,0.13,8.6
EDR-000618,AST-00618,2026-08-28 04:58:14,False,4,14,False,0,44,False,0.18,7.4
EDR-000619,AST-00619,2026-08-31 15:58:14,False,0,4,False,0,19,False,0.39,9.7
EDR-000620,AST-00620,2026-09-03 23:58:14,False,9,9,False,0,38,False,0.57,7.3
EDR-000621,AST-00621,2026-09-03 05:58:14,False,4,7,False,0,2,False,0.33,8.5
EDR-000622,AST-00622,2026-08-07 21:58:14,False,7,16,False,0,38,False,0.57,7.2
EDR-000623,AST-00623,2026-08-07 18:58:14,False,8,10,False,0,9,False,0.16,7.2
EDR-000624,AST-00624,2026-08-29 08:58:14,False,0,2,False,0,16,False,0.45,10
EDR-000625,AST-00625,2026-08-11 04:58:14,False,6,7,False,0,5,False,0.31,8.2
EDR-000626,AST-00626,2026-08-19 00:58:14,False,5,12,False,0,36,False,0.17,7.3
EDR-000627,AST-00627,2026-08-25 12:58:14,False,9,3,False,0,17,False,0.36,7.8
EDR-000628,AST-00628,2026-08-15 12:58:14,False,3,16,False,0,46,False,0.48,7.7
EDR-000629,AST-00629,2026-08-07 14:58:14,False,6,0,False,0,25,False,0.3,8.4
EDR-000630,AST-00630,2026-08-17 12:58:14,False,6,4,False,0,5,False,0.23,8.9
EDR-000631,AST-00631,2026-08-23 00:58:14,False,8,14,False,0,36,False,0.57,6.8
EDR-000632,AST-00632,2026-08-31 10:58:14,False,9,12,False,0,27,False,0.35,7.3
EDR-000633,AST-00633,2026-09-04 13:58:14,False,8,18,False,0,18,False,0.43,6.3
EDR-000634,AST-00634,2026-08-16 13:58:14,False,8,11,False,0,11,False,0.2,7.5
EDR-000635,AST-00635,2026-08-15 01:58:14,False,9,12,False,0,18,False,0.73,6.7
EDR-000636,AST-00636,2026-08-18 12:58:14,False,6,19,False,0,7,False,0.3,6.9
EDR-000637,AST-00637,2026-08-20 10:58:14,False,6,12,False,0,11,False,0.67,7.8
EDR-000638,AST-00638,2026-09-03 23:58:14,False,6,19,False,0,39,False,0.12,6.8
EDR-000639,AST-00639,2026-08-25 08:58:14,False,7,3,False,0,18,False,0.49,8.3
EDR-000640,AST-00640,2026-08-21 03:58:14,True,3,8,False,3,13,True,0.61,6.9
EDR-000641,AST-00641,2026-08-31 12:58:14,False,9,3,False,0,39,False,0.64,7.7
EDR-000642,AST-00642,2026-08-31 17:58:14,False,10,1,False,0,9,False,0.24,7.5
EDR-000643,AST-00643,2026-09-04 14:58:14,False,4,13,False,0,40,False,0.18,7.6
EDR-000644,AST-00644,2026-08-24 13:58:14,False,0,4,False,0,4,False,0.68,9.6
EDR-000645,AST-00645,2026-09-03 04:58:14,False,10,17,False,0,45,False,0.25,6.7
EDR-000646,AST-00646,2026-08-28 05:58:14,False,2,11,False,0,14,False,0.62,8.7
EDR-000647,AST-00647,2026-08-11 10:58:14,False,1,6,False,0,36,False,0.4,9.4
EDR-000648,AST-00648,2026-08-13 23:58:14,False,10,6,False,0,47,False,0.57,7.5
EDR-000649,AST-00649,2026-08-26 23:58:14,False,9,18,False,0,41,False,0.42,6.3
EDR-000650,AST-00650,2026-08-06 05:58:14,False,0,11,False,0,10,False,0.67,9.3
EDR-000651,AST-00651,2026-08-10 08:58:14,False,8,15,False,0,35,False,0.59,6.9
EDR-000652,AST-00652,2026-08-12 13:58:14,False,6,7,False,0,15,False,0.53,8.4
EDR-000653,AST-00653,2026-08-09 19:58:14,False,7,16,False,0,42,False,0.54,6.9
EDR-000654,AST-00654,2026-08-30 00:58:14,False,1,20,False,0,18,False,0.24,7.7
EDR-000655,AST-00655,2026-08-26 04:58:14,False,5,5,False,0,24,False,0.29,8.9
EDR-000656,AST-00656,2026-08-12 23:58:14,False,5,5,False,0,47,False,0.49,9.0
EDR-000657,AST-00657,2026-08-24 16:58:14,False,5,5,False,0,42,False,0.5,8.4
EDR-000658,AST-00658,2026-09-02 21:58:14,False,2,3,False,0,34,False,0.78,9.4
EDR-000659,AST-00659,2026-08-08 01:58:14,False,3,1,False,0,38,False,0.2,9.6
EDR-000660,AST-00660,2026-08-16 09:58:14,False,7,16,False,0,38,False,0.51,7.0
EDR-000661,AST-00661,2026-08-10 17:58:14,False,10,2,False,0,36,False,0.25,8.0
EDR-000662,AST-00662,2026-08-17 00:58:14,False,4,16,False,0,37,False,0.79,7.7
EDR-000663,AST-00663,2026-08-28 21:58:14,False,4,5,False,0,21,False,0.67,8.7
EDR-000664,AST-00664,2026-08-30 01:58:14,False,9,10,False,0,1,False,0.45,6.7
EDR-000665,AST-00665,2026-08-15 10:58:14,False,9,5,False,0,4,False,0.21,8.0
EDR-000666,AST-00666,2026-08-31 23:58:14,False,6,9,False,0,14,False,0.18,8.3
EDR-000667,AST-00667,2026-08-15 18:58:14,False,1,17,False,0,37,False,0.69,7.8
EDR-000668,AST-00668,2026-08-20 22:58:14,False,0,4,False,0,49,False,0.29,9.6
EDR-000669,AST-00669,2026-08-26 21:58:14,False,3,18,False,0,4,False,0.54,7.5
EDR-000670,AST-00670,2026-09-04 09:58:14,False,5,17,False,0,42,False,0.31,7.2
EDR-000671,AST-00671,2026-08-30 00:58:14,True,1,18,True,2,11,False,0.91,3.3
EDR-000672,AST-00672,2026-09-01 11:58:14,False,2,17,True,0,27,False,0.5,5.3
EDR-000673,AST-00673,2026-08-07 13:58:14,False,4,9,False,0,15,False,0.65,8.7
EDR-000674,AST-00674,2026-08-08 17:58:14,False,2,4,False,0,24,False,0.25,9.5
EDR-000675,AST-00675,2026-08-25 03:58:14,False,10,11,False,0,50,False,0.68,7.1
EDR-000676,AST-00676,2026-08-31 21:58:14,True,8,4,False,1,12,True,0.9,6.1
EDR-000677,AST-00677,2026-08-22 05:58:14,False,4,12,False,0,27,False,0.62,8.3
EDR-000678,AST-00678,2026-09-03 17:58:14,False,5,6,False,0,26,False,0.28,8.7
EDR-000679,AST-00679,2026-08-16 09:58:14,False,2,18,False,0,44,False,0.43,7.8
EDR-000680,AST-00680,2026-08-22 09:58:14,False,4,6,False,0,42,False,0.31,8.2
EDR-000681,AST-00681,2026-09-03 17:58:14,False,10,15,False,0,5,False,0.68,6.7
EDR-000682,AST-00682,2026-08-20 21:58:14,False,0,13,False,0,47,False,0.13,8.5
EDR-000683,AST-00683,2026-08-25 18:58:14,False,2,8,False,0,30,False,0.52,8.7
EDR-000684,AST-00684,2026-08-06 07:58:14,False,5,17,False,0,12,False,0.62,7.6
EDR-000685,AST-00685,2026-08-23 11:58:14,False,3,3,False,0,15,False,0.48,9.4
EDR-000686,AST-00686,2026-08-28 22:58:14,False,0,0,False,0,39,False,0.21,9.7
EDR-000687,AST-00687,2026-09-02 16:58:14,False,8,8,False,0,16,False,0.72,8.1
EDR-000688,AST-00688,2026-08-19 09:58:14,False,6,2,False,0,7,False,0.35,8.6
EDR-000689,AST-00689,2026-09-02 18:58:14,False,8,10,False,0,35,False,0.35,7.3
EDR-000690,AST-00690,2026-08-21 05:58:14,False,6,1,False,0,19,False,0.11,9.0
EDR-000691,AST-00691,2026-08-06 14:58:14,False,10,18,False,0,25,False,0.7,6.5
EDR-000692,AST-00692,2026-08-21 06:58:14,False,2,8,False,0,20,False,0.56,8.7
EDR-000693,AST-00693,2026-08-08 18:58:14,False,1,20,False,0,36,False,0.29,7.5
EDR-000694,AST-00694,2026-08-28 04:58:14,False,5,15,False,0,8,False,0.52,7.0
EDR-000695,AST-00695,2026-08-10 10:58:14,False,3,17,False,0,5,False,0.77,7.4
EDR-000696,AST-00696,2026-08-09 02:58:14,False,10,19,False,0,47,False,0.47,5.8
EDR-000697,AST-00697,2026-08-29 19:58:14,False,7,11,False,0,45,False,0.15,7.9
EDR-000698,AST-00698,2026-08-23 20:58:14,False,9,13,True,0,15,False,0.53,4.0
EDR-000699,AST-00699,2026-08-15 11:58:14,False,6,1,False,0,15,False,0.39,8.5
EDR-000700,AST-00700,2026-08-24 04:58:14,False,2,11,False,0,21,False,0.47,8.6
EDR-000701,AST-00701,2026-09-01 01:58:14,False,3,18,False,0,3,False,0.19,7.9
EDR-000702,AST-00702,2026-08-26 01:58:14,False,2,20,False,0,7,False,0.5,7.2
EDR-000703,AST-00703,2026-08-16 12:58:14,False,7,10,False,0,8,False,0.21,7.4
EDR-000704,AST-00704,2026-08-24 03:58:14,False,1,7,False,0,19,False,0.45,9.3
EDR-000705,AST-00705,2026-08-19 20:58:14,False,0,1,False,0,50,False,0.7,9.4
EDR-000706,AST-00706,2026-08-22 03:58:14,False,10,17,False,0,39,False,0.11,6.1
EDR-000707,AST-00707,2026-08-17 00:58:14,False,0,8,False,0,4,False,0.19,9.5
EDR-000708,AST-00708,2026-08-22 22:58:14,False,8,20,False,0,41,False,0.25,6.5
EDR-000709,AST-00709,2026-08-22 15:58:14,False,9,1,False,0,18,False,0.16,7.9
EDR-000710,AST-00710,2026-08-26 11:58:14,False,7,4,False,0,43,False,0.56,8.4
EDR-000711,AST-00711,2026-09-02 20:58:14,False,0,5,False,0,17,False,0.35,9.6
EDR-000712,AST-00712,2026-08-18 05:58:14,False,8,14,False,0,33,False,0.72,7.1
EDR-000713,AST-00713,2026-08-09 21:58:14,True,3,0,False,3,16,True,0.86,7.2
EDR-000714,AST-00714,2026-08-25 02:58:14,False,8,3,False,0,3,False,0.22,7.9
EDR-000715,AST-00715,2026-08-07 10:58:14,False,1,7,False,0,10,False,0.78,9.2
EDR-000716,AST-00716,2026-08-17 06:58:14,False,6,14,True,0,21,False,0.15,4.1
EDR-000717,AST-00717,2026-08-27 18:58:14,False,8,0,False,0,2,False,0.46,8.6
EDR-000718,AST-00718,2026-08-21 21:58:14,False,1,17,False,0,11,False,0.21,7.6
EDR-000719,AST-00719,2026-08-24 09:58:14,False,8,12,False,0,29,False,0.69,6.8
EDR-000720,AST-00720,2026-08-14 12:58:14,False,5,15,False,0,38,False,0.37,7.6
EDR-000721,AST-00721,2026-08-29 02:58:14,False,4,3,False,0,45,False,0.18,9.3
EDR-000722,AST-00722,2026-08-16 17:58:14,False,0,18,False,0,21,False,0.34,8.1
EDR-000723,AST-00723,2026-08-30 13:58:14,False,3,15,False,0,40,False,0.12,8.2
EDR-000724,AST-00724,2026-08-27 16:58:14,False,1,12,False,0,37,False,0.42,8.5
EDR-000725,AST-00725,2026-08-09 04:58:14,False,8,16,False,0,16,False,0.76,7.0
EDR-000726,AST-00726,2026-08-26 00:58:14,False,5,12,False,0,35,False,0.48,7.7
EDR-000727,AST-00727,2026-08-16 20:58:14,False,8,13,False,0,43,False,0.24,6.7
EDR-000728,AST-00728,2026-08-15 02:58:14,False,3,1,False,0,5,False,0.71,9.6
EDR-000729,AST-00729,2026-08-18 19:58:14,False,0,13,False,0,13,False,0.33,8.2
EDR-000730,AST-00730,2026-08-06 18:58:14,False,10,19,False,0,40,False,0.22,6.4
EDR-000731,AST-00731,2026-08-09 19:58:14,False,7,1,False,0,16,False,0.12,8.6
EDR-000732,AST-00732,2026-08-27 14:58:14,False,9,20,False,0,47,False,0.41,5.9
EDR-000733,AST-00733,2026-09-02 06:58:14,False,7,10,False,0,40,False,0.52,7.3
EDR-000734,AST-00734,2026-09-02 21:58:14,True,8,15,False,1,41,False,0.67,5.1
EDR-000735,AST-00735,2026-08-19 04:58:14,False,9,7,False,0,50,False,0.58,7.7
EDR-000736,AST-00736,2026-08-26 20:58:14,False,1,0,False,0,46,False,0.63,9.8
EDR-000737,AST-00737,2026-08-10 09:58:14,False,4,17,False,0,27,False,0.34,7.4
EDR-000738,AST-00738,2026-08-10 08:58:14,False,0,13,False,0,27,False,0.65,9.2
EDR-000739,AST-00739,2026-08-25 15:58:14,False,5,0,False,0,0,False,0.64,9.1
EDR-000740,AST-00740,2026-08-08 19:58:14,False,5,9,False,0,50,False,0.42,8.2
EDR-000741,AST-00741,2026-08-08 11:58:14,False,5,15,False,0,41,False,0.15,7.8
EDR-000742,AST-00742,2026-08-10 18:58:14,False,6,6,False,0,47,False,0.39,7.8
EDR-000743,AST-00743,2026-08-15 22:58:14,False,6,19,False,0,36,False,0.44,6.9
EDR-000744,AST-00744,2026-08-25 07:58:14,False,1,11,False,0,24,False,0.7,8.8
EDR-000745,AST-00745,2026-08-17 04:58:14,False,1,7,False,0,5,False,0.36,9.1
EDR-000746,AST-00746,2026-08-19 16:58:14,False,1,17,False,0,21,False,0.73,8.6
EDR-000747,AST-00747,2026-08-18 09:58:14,False,8,9,True,0,41,False,0.13,4.6
EDR-000748,AST-00748,2026-09-02 18:58:14,False,3,0,False,0,4,False,0.26,9.6
EDR-000749,AST-00749,2026-08-06 13:58:14,False,0,13,False,0,2,False,0.17,9.1
EDR-000750,AST-00750,2026-08-06 21:58:14,False,1,15,False,0,30,False,0.74,8.4
EDR-000751,AST-00751,2026-08-09 18:58:14,False,8,12,False,0,34,False,0.16,7.0
EDR-000752,AST-00752,2026-08-29 08:58:14,False,7,19,False,0,34,False,0.32,6.3
EDR-000753,AST-00753,2026-08-11 05:58:14,False,8,3,False,0,13,False,0.15,8.6
EDR-000754,AST-00754,2026-08-18 07:58:14,False,0,20,False,0,17,False,0.54,7.8
EDR-000755,AST-00755,2026-08-29 23:58:14,False,7,12,False,0,32,False,0.37,7.2
EDR-000756,AST-00756,2026-08-10 04:58:14,False,4,0,False,0,7,False,0.61,9.2
EDR-000757,AST-00757,2026-08-29 20:58:14,False,8,13,False,0,0,False,0.47,7.5
EDR-000758,AST-00758,2026-08-22 15:58:14,False,10,1,False,0,30,False,0.64,7.7
EDR-000759,AST-00759,2026-08-18 10:58:14,False,7,13,False,0,24,False,0.45,7.6
EDR-000760,AST-00760,2026-08-17 15:58:14,False,0,0,False,0,2,False,0.39,10
EDR-000761,AST-00761,2026-08-27 00:58:14,False,5,14,False,0,3,False,0.53,8.0
EDR-000762,AST-00762,2026-08-28 21:58:14,False,10,19,False,0,7,False,0.16,5.9
EDR-000763,AST-00763,2026-09-02 17:58:14,False,2,11,False,0,38,False,0.19,8.7
EDR-000764,AST-00764,2026-08-07 18:58:14,False,0,19,False,0,0,False,0.4,8.3
EDR-000765,AST-00765,2026-08-15 08:58:14,False,1,14,False,0,24,False,0.34,8.5
EDR-000766,AST-00766,2026-08-15 13:58:14,False,3,18,False,0,2,False,0.12,7.8
EDR-000767,AST-00767,2026-08-25 13:58:14,False,8,13,False,0,44,False,0.1,6.6
EDR-000768,AST-00768,2026-08-07 11:58:14,False,10,1,False,0,24,False,0.36,8.2
EDR-000769,AST-00769,2026-08-25 17:58:14,False,5,5,False,0,17,False,0.42,8.9
EDR-000770,AST-00770,2026-08-21 21:58:14,False,2,4,False,0,45,False,0.7,9.0
EDR-000771,AST-00771,2026-08-25 20:58:14,False,5,3,False,0,43,False,0.36,8.8
EDR-000772,AST-00772,2026-08-29 04:58:14,False,6,4,False,0,37,False,0.48,7.9
EDR-000773,AST-00773,2026-08-21 16:58:14,False,10,9,False,0,44,False,0.31,6.6
EDR-000774,AST-00774,2026-08-23 10:58:14,False,0,7,False,0,13,False,0.72,9.7
EDR-000775,AST-00775,2026-08-20 22:58:14,False,4,3,False,0,17,False,0.29,9.3
EDR-000776,AST-00776,2026-08-15 06:58:14,False,9,20,False,0,18,False,0.46,6.1
EDR-000777,AST-00777,2026-08-26 16:58:14,False,9,6,False,0,45,False,0.54,8.1
EDR-000778,AST-00778,2026-08-08 08:58:14,False,6,14,False,0,45,False,0.36,6.9
EDR-000779,AST-00779,2026-08-21 18:58:14,False,1,20,False,0,34,False,0.59,8.0
EDR-000780,AST-00780,2026-08-13 05:58:14,False,10,4,False,0,20,False,0.55,7.8
EDR-000781,AST-00781,2026-08-29 06:58:14,False,1,9,False,0,22,False,0.73,8.5
EDR-000782,AST-00782,2026-08-25 11:58:14,False,6,15,False,0,2,False,0.53,7.0
EDR-000783,AST-00783,2026-09-04 05:58:14,False,1,4,False,0,18,False,0.11,8.9
EDR-000784,AST-00784,2026-08-27 11:58:14,False,7,18,False,0,0,False,0.19,6.6
EDR-000785,AST-00785,2026-08-16 00:58:14,False,3,5,False,0,45,False,0.13,9.2
EDR-000786,AST-00786,2026-08-11 13:58:14,False,8,18,False,0,15,False,0.52,6.3
EDR-000787,AST-00787,2026-08-06 19:58:14,False,10,14,False,0,4,False,0.6,6.1
EDR-000788,AST-00788,2026-08-08 10:58:14,False,10,0,False,0,9,False,0.25,7.7
EDR-000789,AST-00789,2026-09-03 22:58:14,False,10,3,False,0,3,False,0.46,7.8
EDR-000790,AST-00790,2026-08-20 11:58:14,False,3,12,False,0,22,False,0.77,8.7
EDR-000791,AST-00791,2026-08-16 20:58:14,False,4,8,False,0,42,False,0.78,8.8
EDR-000792,AST-00792,2026-08-25 09:58:14,False,9,10,False,0,44,False,0.4,7.2
EDR-000793,AST-00793,2026-08-14 05:58:14,False,1,20,False,0,40,False,0.36,7.5
EDR-000794,AST-00794,2026-08-16 14:58:14,False,0,20,False,0,6,False,0.61,8.5
EDR-000795,AST-00795,2026-08-18 00:58:14,True,7,17,False,2,30,True,0.87,5.2
EDR-000796,AST-00796,2026-08-31 17:58:14,False,5,16,False,0,46,False,0.51,7.6
EDR-000797,AST-00797,2026-08-08 03:58:14,False,0,4,False,0,0,False,0.51,10
EDR-000798,AST-00798,2026-09-04 01:58:14,False,0,20,False,0,30,False,0.67,8.2
EDR-000799,AST-00799,2026-08-12 15:58:14,False,2,13,False,0,11,False,0.67,7.8
EDR-000800,AST-00800,2026-08-29 03:58:14,False,2,18,False,0,16,False,0.47,7.8
EDR-000801,AST-00801,2026-08-09 01:58:14,False,0,12,False,0,17,False,0.78,9.1
EDR-000802,AST-00802,2026-08-13 02:58:14,False,8,7,False,0,8,False,0.47,8.1
EDR-000803,AST-00803,2026-08-16 01:58:14,False,6,6,False,0,6,False,0.6,8.3
EDR-000804,AST-00804,2026-08-07 03:58:14,False,0,17,False,0,42,False,0.55,8.7
EDR-000805,AST-00805,2026-08-28 04:58:14,True,8,4,False,0,6,True,0.73,6.1
EDR-000806,AST-00806,2026-08-19 18:58:14,False,0,2,False,0,31,False,0.46,10
EDR-000807,AST-00807,2026-08-12 13:58:14,False,5,13,False,0,43,False,0.61,7.6
EDR-000808,AST-00808,2026-08-20 10:58:14,False,8,17,False,0,46,False,0.37,6.8
EDR-000809,AST-00809,2026-08-18 10:58:14,False,7,18,False,0,7,False,0.17,7.0
EDR-000810,AST-00810,2026-08-06 11:58:14,True,1,0,False,0,28,False,0.76,7.8
EDR-000811,AST-00811,2026-08-17 16:58:14,False,3,15,False,0,50,False,0.58,8.2
EDR-000812,AST-00812,2026-08-07 15:58:14,False,3,11,False,0,4,False,0.74,7.9
EDR-000813,AST-00813,2026-08-19 05:58:14,False,10,20,False,0,18,False,0.54,6.4
EDR-000814,AST-00814,2026-08-26 13:58:14,False,1,19,False,0,10,False,0.71,7.4
EDR-000815,AST-00815,2026-08-29 10:58:14,False,1,8,False,0,11,False,0.11,8.9
EDR-000816,AST-00816,2026-08-29 10:58:14,False,10,11,False,0,49,False,0.12,6.7
EDR-000817,AST-00817,2026-08-27 00:58:14,False,6,19,False,0,9,False,0.58,6.9
EDR-000818,AST-00818,2026-08-27 16:58:14,False,9,18,False,0,4,False,0.5,6.5
EDR-000819,AST-00819,2026-08-24 01:58:14,False,8,3,False,0,35,False,0.67,8.6
EDR-000820,AST-00820,2026-09-03 16:58:14,False,7,9,False,0,2,False,0.51,7.3
EDR-000821,AST-00821,2026-08-28 12:58:14,False,4,5,False,0,42,False,0.42,8.9
EDR-000822,AST-00822,2026-08-10 12:58:14,False,4,16,False,0,47,False,0.14,7.6
EDR-000823,AST-00823,2026-09-01 21:58:14,False,9,10,False,0,28,False,0.42,7.6
EDR-000824,AST-00824,2026-09-04 02:58:14,False,3,20,False,0,35,False,0.52,7.5
EDR-000825,AST-00825,2026-08-24 07:58:14,False,9,8,False,0,45,False,0.32,7.3
EDR-000826,AST-00826,2026-08-17 04:58:14,False,9,15,False,0,22,False,0.3,6.3
EDR-000827,AST-00827,2026-08-23 03:58:14,False,6,11,False,0,47,False,0.52,7.3
EDR-000828,AST-00828,2026-08-19 19:58:14,False,6,18,False,0,12,False,0.19,7.0
EDR-000829,AST-00829,2026-08-09 09:58:14,False,9,0,False,0,14,False,0.36,8.7
EDR-000830,AST-00830,2026-08-13 08:58:14,False,2,10,False,0,21,False,0.59,8.6
EDR-000831,AST-00831,2026-08-07 09:58:14,False,7,20,False,0,26,False,0.61,6.4
EDR-000832,AST-00832,2026-08-30 23:58:14,False,6,8,False,0,4,False,0.46,8.2
EDR-000833,AST-00833,2026-08-26 07:58:14,False,3,5,False,0,38,False,0.14,8.8
EDR-000834,AST-00834,2026-08-30 17:58:14,False,1,19,False,0,31,False,0.65,8.0
EDR-000835,AST-00835,2026-08-31 18:58:14,False,3,11,False,0,21,False,0.6,8.3
EDR-000836,AST-00836,2026-08-28 11:58:14,False,8,10,False,0,9,False,0.11,7.8
EDR-000837,AST-00837,2026-08-23 01:58:14,False,3,6,False,0,40,False,0.28,8.4
EDR-000838,AST-00838,2026-08-23 22:58:14,False,10,3,False,0,34,False,0.72,7.3
EDR-000839,AST-00839,2026-08-21 10:58:14,False,10,14,False,0,20,False,0.63,6.5
EDR-000840,AST-00840,2026-09-04 16:58:14,False,1,2,False,0,29,False,0.3,9.2
EDR-000841,AST-00841,2026-08-10 06:58:14,False,8,2,False,0,10,False,0.39,8.3
EDR-000842,AST-00842,2026-08-10 23:58:14,False,1,1,False,0,46,False,0.24,9.7
EDR-000843,AST-00843,2026-08-14 11:58:14,False,9,0,False,0,13,False,0.17,8.1
EDR-000844,AST-00844,2026-08-27 22:58:14,False,8,17,False,0,39,False,0.65,6.7
EDR-000845,AST-00845,2026-08-27 01:58:14,False,0,15,False,0,37,False,0.43,8.1
EDR-000846,AST-00846,2026-08-12 06:58:14,False,7,12,False,0,16,False,0.46,7.8
EDR-000847,AST-00847,2026-08-21 07:58:14,False,0,6,False,0,6,False,0.7,9.4
EDR-000848,AST-00848,2026-08-11 09:58:14,False,8,16,False,0,33,False,0.11,7.1
EDR-000849,AST-00849,2026-08-15 02:58:14,False,0,11,False,0,22,False,0.38,8.6
EDR-000850,AST-00850,2026-08-30 10:58:14,False,7,16,False,0,46,False,0.78,7.2
EDR-000851,AST-00851,2026-08-15 18:58:14,False,3,15,False,0,37,False,0.69,8.2
EDR-000852,AST-00852,2026-08-20 20:58:14,False,8,20,False,0,15,False,0.44,6.0
EDR-000853,AST-00853,2026-08-14 18:58:14,False,8,20,False,0,43,False,0.44,6.1
EDR-000854,AST-00854,2026-08-31 14:58:14,False,6,13,False,0,37,False,0.13,7.7
EDR-000855,AST-00855,2026-08-19 19:58:14,True,10,7,False,0,2,False,0.63,5.2
EDR-000856,AST-00856,2026-08-30 08:58:14,True,1,12,False,1,1,False,0.76,6.6
EDR-000857,AST-00857,2026-09-03 18:58:14,False,7,17,False,0,39,False,0.11,7.0
EDR-000858,AST-00858,2026-08-11 07:58:14,False,7,15,False,0,17,False,0.71,7.5
EDR-000859,AST-00859,2026-09-02 03:58:14,False,2,12,False,0,26,False,0.1,8.1
EDR-000860,AST-00860,2026-08-30 02:58:14,False,0,7,False,0,49,False,0.67,9.4
EDR-000861,AST-00861,2026-08-07 23:58:14,False,3,0,False,0,26,False,0.67,9.9
EDR-000862,AST-00862,2026-08-25 14:58:14,False,7,14,False,0,35,False,0.3,7.1
EDR-000863,AST-00863,2026-08-20 02:58:14,False,9,4,False,0,44,False,0.19,7.4
EDR-000864,AST-00864,2026-08-06 10:58:14,False,3,12,False,0,18,False,0.24,7.7
EDR-000865,AST-00865,2026-09-04 12:58:14,False,3,6,False,0,45,False,0.36,8.4
EDR-000866,AST-00866,2026-08-24 07:58:14,False,0,9,False,0,27,False,0.4,9.1
EDR-000867,AST-00867,2026-08-21 10:58:14,True,4,0,False,2,42,True,0.74,6.8
EDR-000868,AST-00868,2026-08-15 02:58:14,False,10,19,False,0,1,False,0.73,6.2
EDR-000869,AST-00869,2026-08-20 04:58:14,False,2,0,False,0,47,False,0.41,9.6
EDR-000870,AST-00870,2026-08-16 09:58:14,False,10,11,False,0,36,False,0.23,7.2
EDR-000871,AST-00871,2026-08-12 10:58:14,False,10,5,False,0,26,False,0.25,7.4
EDR-000872,AST-00872,2026-08-11 18:58:14,False,9,8,False,0,48,False,0.17,7.2
EDR-000873,AST-00873,2026-08-25 17:58:14,False,4,18,False,0,11,False,0.18,7.5
EDR-000874,AST-00874,2026-08-26 04:58:14,False,2,3,False,0,49,False,0.73,9.2
EDR-000875,AST-00875,2026-08-30 13:58:14,False,1,14,False,0,21,False,0.26,8.5
EDR-000876,AST-00876,2026-08-31 23:58:14,False,9,19,False,0,7,False,0.24,6.7
EDR-000877,AST-00877,2026-08-24 05:58:14,False,1,20,False,0,21,False,0.26,7.5
EDR-000878,AST-00878,2026-08-06 09:58:14,False,1,17,False,0,5,False,0.11,8.1
EDR-000879,AST-00879,2026-08-17 05:58:14,False,7,16,True,0,22,False,0.22,3.7
EDR-000880,AST-00880,2026-09-03 00:58:14,False,6,10,False,0,48,False,0.59,7.7
EDR-000881,AST-00881,2026-09-02 14:58:14,False,7,12,False,0,44,False,0.15,7.6
EDR-000882,AST-00882,2026-08-27 02:58:14,False,5,13,False,0,31,False,0.28,7.8
EDR-000883,AST-00883,2026-08-30 01:58:14,False,3,7,False,0,21,False,0.18,9.1
EDR-000884,AST-00884,2026-08-30 12:58:14,False,7,8,False,0,11,False,0.5,8.2
EDR-000885,AST-00885,2026-08-12 08:58:14,False,2,0,False,0,12,False,0.55,9.9
EDR-000886,AST-00886,2026-08-08 15:58:14,False,6,14,False,0,0,False,0.63,7.5
EDR-000887,AST-00887,2026-08-07 13:58:14,False,9,12,False,0,40,False,0.18,7.3
EDR-000888,AST-00888,2026-09-01 00:58:14,True,9,18,False,0,32,False,0.9,4.7
EDR-000889,AST-00889,2026-08-25 22:58:14,False,3,13,False,0,31,False,0.37,8.6
EDR-000890,AST-00890,2026-08-19 00:58:14,False,2,15,False,0,7,False,0.37,7.8
EDR-000891,AST-00891,2026-08-24 23:58:14,False,9,19,False,0,17,False,0.77,6.1
EDR-000892,AST-00892,2026-08-21 09:58:14,False,8,15,False,0,24,False,0.26,7.2
EDR-000893,AST-00893,2026-08-09 16:58:14,False,7,10,False,0,33,False,0.59,7.7
EDR-000894,AST-00894,2026-08-15 06:58:14,False,9,12,False,0,39,False,0.6,7.2
EDR-000895,AST-00895,2026-08-08 13:58:14,False,6,1,False,0,19,False,0.68,8.6
EDR-000896,AST-00896,2026-08-13 21:58:14,False,0,12,False,0,19,False,0.17,8.3
EDR-000897,AST-00897,2026-08-27 09:58:14,False,5,18,False,0,19,False,0.39,6.8
EDR-000898,AST-00898,2026-08-29 08:58:14,False,1,19,False,0,21,False,0.42,7.9
EDR-000899,AST-00899,2026-08-09 11:58:14,False,7,6,False,0,34,False,0.11,8.1
