cloud_event_id,asset_id,cloud_provider,service_type,public_exposure,misconfiguration_type,encryption_enabled,logging_enabled,iam_risk,open_port_count,exposed_storage,compliance_violation,cloud_risk_score
CLOUD-001104,AST-01815,Azure,Storage,False,None,False,True,Medium,2,True,True,4.0
CLOUD-001105,AST-01818,AWS,ML,False,None,True,False,Medium,1,False,True,1.7
CLOUD-001106,AST-01819,AWS,DevOps,False,None,True,False,Low,2,True,True,2.4
CLOUD-001107,AST-01821,Azure,Compute,True,None,True,True,High,6,False,False,6.7
CLOUD-001108,AST-01822,GCP,ML,True,Unencrypted Volume,True,True,High,7,True,True,9.5
CLOUD-001109,AST-01823,AWS,Database,False,Exposed API Key,True,False,High,1,False,True,4.9
CLOUD-001110,AST-01824,Azure,Analytics,False,None,True,True,Medium,1,False,False,1.0
CLOUD-001111,AST-01826,GCP,Identity,False,Exposed API Key,True,False,High,2,False,True,5.5
CLOUD-001112,AST-01827,GCP,Container,False,None,False,True,Low,2,False,True,2.0
CLOUD-001113,AST-01830,Azure,Database,False,Exposed API Key,True,True,Medium,3,False,True,4.0
CLOUD-001114,AST-01832,Azure,Serverless,False,None,False,False,Medium,3,False,True,4.4
CLOUD-001115,AST-01835,GCP,Storage,False,None,True,True,Low,2,False,False,0.3
CLOUD-001116,AST-01837,AWS,Networking,False,None,True,True,Low,1,False,False,0.3
CLOUD-001117,AST-01839,GCP,Serverless,False,None,True,True,Low,2,False,False,0.2
CLOUD-001118,AST-01840,Azure,Networking,True,None,True,True,High,6,False,False,5.8
CLOUD-001119,AST-01842,Azure,DevOps,False,None,True,True,Low,1,False,False,0.4
CLOUD-001120,AST-01846,Azure,ML,False,None,True,False,Medium,1,False,True,2.6
CLOUD-001121,AST-01847,GCP,Identity,False,None,True,False,Low,2,False,True,1.1
CLOUD-001122,AST-01848,GCP,ML,False,No MFA on Root Account,True,False,Medium,3,False,True,4.9
CLOUD-001123,AST-01849,Azure,DevOps,False,Public RDS Instance,False,True,Medium,1,True,True,6.6
CLOUD-001124,AST-01851,Azure,ML,False,Unencrypted Volume,True,True,Low,3,False,True,2.8
CLOUD-001125,AST-01855,Azure,Identity,False,None,True,True,Low,0,False,False,0.3
CLOUD-001126,AST-01859,GCP,Identity,False,None,True,True,Low,2,False,False,0.4
CLOUD-001127,AST-01860,AWS,DevOps,False,None,True,True,Low,2,False,False,0.3
CLOUD-001128,AST-01861,GCP,DevOps,False,None,False,False,High,0,False,True,4.8
CLOUD-001129,AST-01862,GCP,Analytics,False,No Versioning on Bucket,True,False,Medium,0,False,True,4.1
CLOUD-001130,AST-01864,Azure,Database,False,Public RDS Instance,True,False,Low,2,False,True,3.6
CLOUD-001131,AST-01867,AWS,Storage,False,None,True,False,High,0,False,True,3.1
CLOUD-001132,AST-01869,AWS,Container,True,None,False,False,Medium,8,True,True,9.9
CLOUD-001133,AST-01870,AWS,DevOps,False,None,True,True,High,3,False,False,2.1
CLOUD-001134,AST-01872,GCP,Database,False,Public RDS Instance,True,False,High,1,False,True,5.2
CLOUD-001135,AST-01875,GCP,Container,False,None,False,False,High,3,False,True,5.1
CLOUD-001136,AST-01878,Azure,Container,False,Unrotated Access Keys,True,True,High,2,False,True,4.3
CLOUD-001137,AST-01879,AWS,ML,False,None,True,True,Low,1,False,False,0.7
CLOUD-001138,AST-01881,AWS,Serverless,False,Cross-Account Access,True,False,High,3,False,True,5.4
CLOUD-001139,AST-01883,AWS,ML,False,None,True,True,Medium,1,False,False,0.9
CLOUD-001140,AST-01885,GCP,ML,False,Missing WAF,True,True,Medium,1,False,True,3.5
CLOUD-001141,AST-01886,AWS,DevOps,False,None,True,True,High,3,False,False,2.7
CLOUD-001142,AST-01888,Azure,Storage,True,None,True,False,High,4,True,True,8.7
CLOUD-001143,AST-01889,AWS,Container,False,None,True,True,Low,0,False,False,0
CLOUD-001144,AST-01892,GCP,Serverless,False,None,True,True,Low,1,True,False,1.8
CLOUD-001145,AST-01897,Azure,Serverless,True,Open Security Group,True,True,Low,1,False,True,5.5
CLOUD-001146,AST-01899,AWS,Networking,False,None,True,False,Medium,3,False,True,2.7
CLOUD-001147,AST-01900,Azure,Identity,False,None,True,True,Medium,3,False,False,1.7
CLOUD-001148,AST-01902,Azure,Database,False,None,True,True,Medium,3,False,False,1.3
CLOUD-001149,AST-01905,AWS,Serverless,False,None,False,False,Low,3,False,True,2.6
CLOUD-001150,AST-01906,AWS,Storage,False,Cross-Account Access,True,True,Medium,3,False,True,3.8
CLOUD-001151,AST-01909,GCP,Serverless,False,Open Security Group,True,True,High,3,False,True,4.8
CLOUD-001152,AST-01914,AWS,ML,False,None,True,True,High,2,False,False,2.4
CLOUD-001153,AST-01916,AWS,Identity,False,None,True,True,Medium,1,False,False,0.7
CLOUD-001154,AST-01918,GCP,Storage,True,None,True,True,Low,10,False,False,4.8
CLOUD-001155,AST-01920,Azure,Identity,False,Exposed API Key,True,True,Medium,3,False,True,3.1
CLOUD-001156,AST-01922,GCP,Analytics,True,Default VPC,True,True,High,0,False,True,7.0
CLOUD-001157,AST-01923,Azure,Analytics,False,None,True,True,Low,1,False,False,0.7
CLOUD-001158,AST-01926,Azure,Serverless,False,Open Security Group,True,False,High,0,False,True,4.5
CLOUD-001159,AST-01928,Azure,Networking,False,None,False,True,High,0,False,True,3.6
CLOUD-001160,AST-01929,AWS,Database,False,Missing WAF,True,False,Medium,2,False,True,4.3
CLOUD-001161,AST-01930,Azure,Identity,False,Cross-Account Access,True,True,High,1,False,True,4.5
CLOUD-001162,AST-01931,Azure,Networking,False,None,True,True,Low,2,False,False,0.3
CLOUD-001163,AST-01932,GCP,Compute,True,None,True,True,Medium,5,False,False,4.7
CLOUD-001164,AST-01933,Azure,Container,False,None,True,True,Low,3,False,False,0.6
CLOUD-001165,AST-01935,AWS,ML,False,No Network ACL,True,True,High,3,False,True,4.2
CLOUD-001166,AST-01936,Azure,Storage,False,None,False,True,Low,2,False,True,1.4
CLOUD-001167,AST-01940,GCP,Networking,False,No Network ACL,True,True,High,1,False,True,4.6
CLOUD-001168,AST-01941,Azure,Serverless,True,None,True,True,Medium,8,False,False,5.9
CLOUD-001169,AST-01942,AWS,Identity,False,None,True,True,Medium,0,False,False,1.0
CLOUD-001170,AST-01943,AWS,Identity,False,None,True,False,High,0,False,True,3.0
CLOUD-001171,AST-01946,GCP,Analytics,False,None,True,True,Low,1,False,False,0
CLOUD-001172,AST-01947,GCP,DevOps,False,None,False,True,High,1,False,True,3.9
CLOUD-001173,AST-01948,AWS,DevOps,True,No MFA on Root Account,True,True,Medium,5,False,True,7.4
CLOUD-001174,AST-01949,AWS,Serverless,False,None,True,True,Medium,2,False,False,1.6
CLOUD-001175,AST-01952,Azure,Storage,True,None,True,True,High,10,False,False,7.0
CLOUD-001176,AST-01957,AWS,Networking,False,Public S3 Bucket,True,True,Low,1,False,True,1.8
CLOUD-001177,AST-01961,AWS,Container,False,Unrotated Access Keys,True,False,Low,3,False,True,3.6
CLOUD-001178,AST-01963,GCP,Storage,True,None,True,True,Low,7,False,False,4.0
CLOUD-001179,AST-01964,AWS,DevOps,False,None,True,False,Medium,0,False,True,2.0
CLOUD-001180,AST-01965,GCP,Identity,False,None,False,True,Medium,3,False,True,3.5
CLOUD-001181,AST-01968,GCP,Serverless,False,None,True,True,High,3,False,False,2.8
CLOUD-001182,AST-01969,GCP,Analytics,False,No Versioning on Bucket,True,False,Medium,2,False,True,4.4
CLOUD-001183,AST-01972,GCP,Networking,False,Open Security Group,False,True,High,1,False,True,5.4
CLOUD-001184,AST-01973,Azure,Database,False,None,False,True,Medium,2,False,True,2.7
CLOUD-001185,AST-01974,Azure,Analytics,False,Unrotated Access Keys,True,True,Medium,1,False,True,3.2
CLOUD-001186,AST-01976,GCP,Analytics,False,None,True,True,High,2,False,False,2.1
CLOUD-001187,AST-01977,Azure,DevOps,False,None,True,True,High,3,False,False,2.6
CLOUD-001188,AST-01978,Azure,Database,False,None,True,True,High,3,False,False,2.2
CLOUD-001189,AST-01979,GCP,Networking,False,No Network ACL,True,True,Low,2,False,True,2.6
CLOUD-001190,AST-01981,AWS,Networking,False,None,True,True,Medium,1,False,False,1.3
CLOUD-001191,AST-01983,Azure,Container,False,None,True,True,High,2,False,False,2.0
CLOUD-001192,AST-01984,AWS,Networking,False,None,True,True,Low,3,False,False,0.7
CLOUD-001193,AST-01990,AWS,Analytics,True,None,True,True,Low,2,False,False,3.3
CLOUD-001194,AST-01991,Azure,Compute,False,None,True,True,High,3,False,False,2.1
CLOUD-001195,AST-01993,Azure,Serverless,False,None,True,True,High,1,False,False,2.1
CLOUD-001196,AST-01995,Azure,Container,False,Default VPC,True,True,High,1,False,True,4.5
CLOUD-001197,AST-01998,AWS,Container,False,No MFA on Root Account,True,True,Low,2,False,True,2.2
CLOUD-001198,AST-01999,GCP,Compute,False,None,True,True,Medium,3,False,False,1.2
CLOUD-001199,AST-02000,Azure,Storage,False,Exposed API Key,True,True,Low,1,False,True,2.4
CLOUD-001200,AST-02002,GCP,Identity,False,None,True,True,Medium,2,False,False,1.6
CLOUD-001201,AST-02007,GCP,DevOps,False,None,True,True,Low,3,False,False,0.7
CLOUD-001202,AST-02009,Azure,ML,False,Exposed API Key,True,False,High,2,False,True,5.5
CLOUD-001203,AST-02010,AWS,Database,False,None,True,False,Medium,0,False,True,1.8
CLOUD-001204,AST-02014,GCP,Serverless,False,None,True,False,Medium,2,False,True,2.0
CLOUD-001205,AST-02015,Azure,Serverless,False,None,True,True,Medium,1,False,False,0.7
CLOUD-001206,AST-02016,Azure,Analytics,False,None,True,False,Medium,3,False,True,2.6
CLOUD-001207,AST-02018,GCP,Serverless,False,None,True,True,Medium,2,False,False,0.9
CLOUD-001208,AST-02019,GCP,Analytics,False,None,True,True,High,1,False,False,2.3
CLOUD-001209,AST-02020,AWS,Database,False,No Versioning on Bucket,True,True,Medium,0,False,True,2.9
CLOUD-001210,AST-02022,GCP,Container,False,None,True,True,High,1,False,False,2.4
CLOUD-001211,AST-02023,GCP,Analytics,True,None,True,True,Medium,8,False,False,5.6
CLOUD-001212,AST-02025,AWS,Analytics,False,None,True,True,Medium,1,False,False,1.6
CLOUD-001213,AST-02026,GCP,Analytics,False,None,True,True,Medium,2,False,False,1.5
CLOUD-001214,AST-02027,AWS,Identity,False,None,True,True,Medium,2,False,False,1.7
CLOUD-001215,AST-02028,GCP,Analytics,False,Public S3 Bucket,True,False,Medium,1,False,True,4.0
CLOUD-001216,AST-02029,Azure,DevOps,False,None,True,False,Low,2,False,True,1.9
CLOUD-001217,AST-02030,GCP,Storage,False,None,True,True,Low,0,False,False,0.3
CLOUD-001218,AST-02031,AWS,Database,False,No MFA on Root Account,True,True,High,0,False,True,4.5
CLOUD-001219,AST-02032,Azure,ML,False,None,True,True,High,3,False,False,2.6
CLOUD-001220,AST-02033,AWS,Container,False,None,True,True,Medium,2,False,False,1.6
CLOUD-001221,AST-02035,AWS,ML,False,None,True,False,High,3,False,True,3.7
CLOUD-001222,AST-02038,Azure,DevOps,False,Unrotated Access Keys,True,True,High,1,False,True,4.0
CLOUD-001223,AST-02042,Azure,Serverless,False,None,False,False,Low,3,False,True,3.0
CLOUD-001224,AST-02043,Azure,DevOps,False,Missing WAF,True,False,High,2,False,True,5.2
CLOUD-001225,AST-02044,Azure,ML,False,None,True,True,Medium,2,False,False,1.7
CLOUD-001226,AST-02046,GCP,Networking,False,None,True,True,High,1,False,False,2.0
CLOUD-001227,AST-02047,Azure,Storage,False,None,True,False,Low,0,False,True,1.5
CLOUD-001228,AST-02048,AWS,Database,False,None,True,True,Low,1,False,False,0
CLOUD-001229,AST-02049,GCP,Compute,False,None,False,True,Medium,1,False,True,3.2
CLOUD-001230,AST-02051,Azure,Networking,False,None,True,True,Low,3,False,False,0.8
CLOUD-001231,AST-02052,Azure,Storage,False,None,True,True,High,1,False,False,1.9
CLOUD-001232,AST-02053,AWS,Networking,True,None,True,False,Low,1,False,True,4.2
CLOUD-001233,AST-02055,Azure,Compute,False,None,True,True,High,2,False,False,2.8
CLOUD-001234,AST-02056,Azure,Compute,False,Public RDS Instance,True,True,Medium,1,False,True,3.6
CLOUD-001235,AST-02057,Azure,Identity,False,Unencrypted Volume,False,True,Medium,0,True,True,6.5
CLOUD-001236,AST-02060,GCP,ML,False,None,False,False,High,3,False,True,5.5
CLOUD-001237,AST-02061,GCP,Identity,False,None,True,True,Low,0,False,False,0
CLOUD-001238,AST-02062,GCP,Storage,False,None,True,True,Low,1,False,False,0.6
CLOUD-001239,AST-02064,GCP,Container,False,None,True,True,High,3,False,False,2.5
CLOUD-001240,AST-02066,AWS,Database,False,None,False,True,High,0,False,True,3.5
CLOUD-001241,AST-02067,Azure,Networking,False,Exposed API Key,True,True,Low,0,False,True,2.4
CLOUD-001242,AST-02070,GCP,Storage,False,None,True,False,High,0,False,True,2.8
CLOUD-001243,AST-02073,AWS,ML,False,None,True,True,Medium,3,False,False,1.1
CLOUD-001244,AST-02074,GCP,Compute,False,No Versioning on Bucket,True,True,Low,1,False,True,2.5
CLOUD-001245,AST-02076,AWS,ML,False,None,True,True,High,1,False,False,2.2
CLOUD-001246,AST-02077,GCP,ML,False,None,True,False,Medium,3,True,True,3.9
CLOUD-001247,AST-02081,AWS,Serverless,False,No MFA on Root Account,True,True,Low,1,False,True,2.0
CLOUD-001248,AST-02085,AWS,DevOps,False,None,True,True,Medium,0,True,False,2.4
CLOUD-001249,AST-02086,Azure,DevOps,False,None,True,False,Medium,2,False,True,1.9
CLOUD-001250,AST-02088,AWS,Networking,False,No Versioning on Bucket,True,True,High,3,False,True,4.3
CLOUD-001251,AST-02090,Azure,Container,True,None,False,True,Low,3,False,True,5.5
CLOUD-001252,AST-02091,Azure,Serverless,False,None,True,False,Medium,2,False,True,2.4
CLOUD-001253,AST-02094,GCP,Database,False,None,True,True,Low,0,False,False,0.4
CLOUD-001254,AST-02098,Azure,Compute,False,None,True,True,Medium,2,True,False,2.7
CLOUD-001255,AST-02099,GCP,ML,False,None,True,True,High,1,False,False,2.4
CLOUD-001256,AST-02100,GCP,Analytics,False,None,False,True,Low,2,False,True,1.5
CLOUD-001257,AST-02102,Azure,ML,False,None,True,True,High,0,False,False,2.3
CLOUD-001258,AST-02104,AWS,Networking,False,Public S3 Bucket,True,False,Medium,0,False,True,4.3
CLOUD-001259,AST-02106,AWS,Networking,False,None,True,True,Low,0,False,False,0
CLOUD-001260,AST-02108,Azure,DevOps,False,None,True,False,Medium,3,False,True,2.3
CLOUD-001261,AST-02111,AWS,Serverless,False,No Versioning on Bucket,True,True,High,3,False,True,4.1
CLOUD-001262,AST-02113,AWS,ML,False,Public S3 Bucket,True,True,Low,0,False,True,2.5
CLOUD-001263,AST-02114,Azure,Networking,False,None,True,True,Medium,2,False,False,1.0
CLOUD-001264,AST-02115,AWS,Serverless,False,None,True,False,High,0,False,True,2.7
CLOUD-001265,AST-02118,GCP,Identity,True,Logging Disabled,False,False,Low,7,False,True,8.6
CLOUD-001266,AST-02119,GCP,Serverless,False,Public S3 Bucket,False,True,High,0,False,True,5.8
CLOUD-001267,AST-02123,GCP,Analytics,False,Public RDS Instance,True,True,Low,2,False,True,2.5
CLOUD-001268,AST-02124,AWS,Container,False,Overly Permissive IAM Policy,True,True,Low,2,False,True,1.9
CLOUD-001269,AST-02125,AWS,Identity,False,None,False,True,Medium,1,False,True,2.6
CLOUD-001270,AST-02126,AWS,Analytics,False,Overly Permissive IAM Policy,True,True,Low,2,False,True,2.4
CLOUD-001271,AST-02128,GCP,Analytics,False,None,True,True,High,1,False,False,1.8
CLOUD-001272,AST-02129,GCP,Container,False,None,True,True,Medium,2,True,False,3.4
CLOUD-001273,AST-02130,AWS,DevOps,False,None,False,True,High,1,False,True,3.3
CLOUD-001274,AST-02132,AWS,Compute,False,Unencrypted Volume,True,False,Medium,0,False,True,3.9
CLOUD-001275,AST-02133,GCP,ML,False,Missing WAF,True,True,Low,0,False,True,2.0
CLOUD-001276,AST-02134,GCP,Database,False,None,True,True,Low,3,False,False,0.2
CLOUD-001277,AST-02138,AWS,Database,False,Public RDS Instance,True,False,Medium,1,False,True,4.0
CLOUD-001278,AST-02142,Azure,ML,False,Overly Permissive IAM Policy,True,False,Medium,0,False,True,4.4
CLOUD-001279,AST-02144,Azure,Networking,False,None,True,True,High,2,False,False,2.5
CLOUD-001280,AST-02145,GCP,DevOps,False,None,True,True,High,3,False,False,2.4
CLOUD-001281,AST-02146,Azure,Networking,False,No Network ACL,True,False,High,1,False,True,4.8
CLOUD-001282,AST-02148,AWS,Networking,False,Open Security Group,False,True,Medium,3,False,True,4.9
CLOUD-001283,AST-02150,GCP,Storage,False,None,False,True,Low,3,False,True,1.7
CLOUD-001284,AST-02153,GCP,Serverless,False,Cross-Account Access,False,True,Medium,0,False,True,4.3
CLOUD-001285,AST-02154,AWS,Analytics,False,None,True,False,High,1,False,True,3.4
CLOUD-001286,AST-02155,AWS,Analytics,False,None,True,True,High,1,True,False,3.4
CLOUD-001287,AST-02157,Azure,Container,False,Open Security Group,True,True,Low,2,False,True,2.2
CLOUD-001288,AST-02158,Azure,Serverless,False,Logging Disabled,True,False,Low,2,False,True,3.8
CLOUD-001289,AST-02159,Azure,Serverless,False,No Network ACL,True,True,Low,3,False,True,3.0
CLOUD-001290,AST-02160,GCP,Storage,True,None,True,True,Medium,4,False,False,4.3
CLOUD-001291,AST-02161,Azure,Networking,False,None,True,True,Low,3,False,False,1.1
CLOUD-001292,AST-02162,GCP,DevOps,False,None,True,False,High,3,False,True,3.6
CLOUD-001293,AST-02167,Azure,Serverless,False,None,True,True,Low,1,False,False,0
CLOUD-001294,AST-02168,Azure,Storage,False,No MFA on Root Account,True,False,High,3,False,True,6.1
CLOUD-001295,AST-02171,Azure,DevOps,False,None,False,True,High,1,False,True,4.1
CLOUD-001296,AST-02172,GCP,Database,False,None,True,False,Medium,2,False,True,2.6
CLOUD-001297,AST-02173,Azure,ML,False,Cross-Account Access,True,True,Medium,1,True,True,5.1
CLOUD-001298,AST-02175,GCP,Analytics,False,No Versioning on Bucket,True,True,Low,3,False,True,3.1
CLOUD-001299,AST-02178,GCP,Networking,False,Exposed API Key,True,True,Medium,0,True,True,4.4
CLOUD-001300,AST-02179,GCP,Container,False,Unrotated Access Keys,True,True,Low,3,True,True,4.5
CLOUD-001301,AST-02180,Azure,Compute,False,None,True,False,Medium,2,False,True,2.1
CLOUD-001302,AST-02182,GCP,Container,False,None,True,True,Medium,0,False,False,0.8
CLOUD-001303,AST-02183,AWS,Analytics,False,None,True,False,Medium,0,False,True,2.4
CLOUD-001304,AST-02185,Azure,Compute,False,None,True,True,Low,0,False,False,0
CLOUD-001305,AST-02186,GCP,Database,False,None,False,True,High,2,False,True,3.7
CLOUD-001306,AST-02187,GCP,Analytics,False,None,False,False,Medium,0,False,True,3.8
CLOUD-001307,AST-02190,Azure,Container,False,No Versioning on Bucket,True,True,Low,0,False,True,1.8
CLOUD-001308,AST-02194,AWS,Storage,True,None,False,True,High,1,False,True,6.9
CLOUD-001309,AST-02196,Azure,Networking,False,None,True,False,Low,2,True,True,2.5
CLOUD-001310,AST-02197,GCP,Identity,False,None,True,False,Low,3,False,True,2.0
CLOUD-001311,AST-02200,Azure,Compute,True,Public S3 Bucket,True,True,Medium,2,False,True,6.2
CLOUD-001312,AST-02202,GCP,Identity,False,Public S3 Bucket,True,True,High,2,False,True,4.2
CLOUD-001313,AST-02204,AWS,Analytics,False,None,True,False,Medium,1,False,True,1.9
CLOUD-001314,AST-02205,AWS,ML,False,None,False,False,Low,2,False,True,3.4
CLOUD-001315,AST-02207,Azure,Container,False,None,False,True,Low,1,False,True,1.3
CLOUD-001316,AST-02208,GCP,Container,False,None,False,True,Low,1,False,True,1.3
CLOUD-001317,AST-02212,AWS,DevOps,False,None,True,True,Medium,1,False,False,0.8
CLOUD-001318,AST-02214,AWS,DevOps,False,None,True,False,Low,2,False,True,1.7
CLOUD-001319,AST-02215,AWS,Container,False,Missing WAF,True,True,High,1,False,True,4.3
CLOUD-001320,AST-02217,AWS,Database,False,None,True,True,Medium,2,False,False,1.0
CLOUD-001321,AST-02218,Azure,Analytics,False,None,True,True,Medium,0,False,False,0.6
CLOUD-001322,AST-02219,AWS,ML,False,None,True,False,Low,2,False,True,1.8
CLOUD-001323,AST-02220,Azure,Database,True,None,True,True,Low,9,False,False,4.5
CLOUD-001324,AST-02224,AWS,Identity,False,None,True,True,High,3,False,False,2.6
CLOUD-001325,AST-02225,GCP,Identity,False,None,True,True,Low,3,True,False,2.0
CLOUD-001326,AST-02226,AWS,ML,False,Public RDS Instance,True,True,Medium,2,False,True,3.2
CLOUD-001327,AST-02229,GCP,Storage,False,None,True,True,High,3,False,False,2.7
CLOUD-001328,AST-02230,GCP,Database,False,None,True,True,High,3,False,False,3.1
CLOUD-001329,AST-02232,AWS,Networking,False,None,True,True,High,3,False,False,2.8
CLOUD-001330,AST-02234,Azure,Container,True,No Network ACL,True,True,High,6,False,True,8.7
CLOUD-001331,AST-02235,AWS,Serverless,False,None,True,True,Medium,1,False,False,1.4
CLOUD-001332,AST-02236,Azure,Serverless,True,None,True,True,Medium,5,False,False,5.1
CLOUD-001333,AST-02237,Azure,Container,False,None,False,True,Medium,0,False,True,2.9
CLOUD-001334,AST-02238,AWS,Analytics,True,None,True,False,High,2,False,True,6.2
CLOUD-001335,AST-02239,GCP,Container,False,None,True,False,Low,2,False,True,0.9
CLOUD-001336,AST-02243,Azure,Storage,True,None,True,True,Medium,0,False,False,4.2
CLOUD-001337,AST-02244,Azure,ML,False,None,True,True,Low,1,False,False,0.5
CLOUD-001338,AST-02245,GCP,Database,False,No MFA on Root Account,True,True,High,1,False,True,4.3
CLOUD-001339,AST-02248,Azure,Container,True,None,True,True,Medium,1,False,False,3.8
CLOUD-001340,AST-02249,Azure,Storage,False,None,True,True,High,2,False,False,2.6
CLOUD-001341,AST-02250,Azure,ML,False,None,True,True,Low,0,False,False,0
CLOUD-001342,AST-02252,GCP,Serverless,False,None,False,True,Low,3,False,True,2.1
CLOUD-001343,AST-02253,Azure,Identity,False,None,True,False,Low,3,False,True,1.6
CLOUD-001344,AST-02254,GCP,Storage,True,Unrotated Access Keys,True,True,Medium,3,False,True,6.8
CLOUD-001345,AST-02257,Azure,DevOps,False,Default VPC,False,True,Medium,1,False,True,4.4
CLOUD-001346,AST-02260,Azure,Identity,True,None,True,True,Medium,0,False,False,3.9
CLOUD-001347,AST-02262,GCP,Analytics,False,Overly Permissive IAM Policy,True,True,Medium,3,False,True,3.2
CLOUD-001348,AST-02264,GCP,Container,False,None,True,False,Low,0,False,True,0.6
CLOUD-001349,AST-02265,GCP,Storage,True,None,True,False,High,8,False,True,7.3
CLOUD-001350,AST-02267,GCP,Networking,False,None,True,False,Low,3,False,True,1.2
CLOUD-001351,AST-02268,GCP,Container,False,None,True,True,Medium,2,False,False,1.5
CLOUD-001352,AST-02269,Azure,ML,False,None,True,False,Low,0,False,True,0.7
CLOUD-001353,AST-02271,GCP,Storage,True,None,False,True,High,4,False,True,7.1
CLOUD-001354,AST-02272,AWS,Compute,False,None,True,True,Medium,3,False,False,1.7
CLOUD-001355,AST-02276,AWS,Identity,False,Exposed API Key,True,True,Low,3,False,True,3.0
CLOUD-001356,AST-02277,AWS,Storage,False,None,True,True,Low,0,False,False,0.1
CLOUD-001357,AST-02278,AWS,Compute,False,None,True,True,Low,2,False,False,0.9
CLOUD-001358,AST-02282,GCP,ML,False,None,True,False,Low,1,False,True,0.9
CLOUD-001359,AST-02283,Azure,Storage,False,None,True,True,Medium,3,False,False,2.0
CLOUD-001360,AST-02284,GCP,Container,False,None,True,True,Low,1,False,False,0.5
CLOUD-001361,AST-02286,GCP,DevOps,False,None,True,False,High,2,False,True,3.6
CLOUD-001362,AST-02287,AWS,Database,False,None,True,True,Low,2,False,False,0.6
CLOUD-001363,AST-02288,AWS,ML,False,Unrotated Access Keys,True,True,Medium,1,False,True,3.4
CLOUD-001364,AST-02290,AWS,Identity,False,None,True,True,Medium,3,False,False,1.5
CLOUD-001365,AST-02291,GCP,Compute,False,No Network ACL,True,True,Low,2,False,True,2.8
CLOUD-001366,AST-02292,GCP,Serverless,False,None,True,True,Medium,0,False,False,1.3
CLOUD-001367,AST-02293,GCP,Container,False,None,True,True,High,3,False,False,2.7
CLOUD-001368,AST-02295,Azure,Database,False,None,True,True,Medium,1,False,False,1.5
CLOUD-001369,AST-02298,GCP,Serverless,False,None,True,True,Medium,2,False,False,1.5
CLOUD-001370,AST-02299,GCP,Serverless,True,None,False,True,Medium,1,False,True,6.0
CLOUD-001371,AST-02304,AWS,Identity,False,No Versioning on Bucket,True,True,High,2,False,True,4.0
CLOUD-001372,AST-02305,GCP,Container,False,Cross-Account Access,True,True,High,3,False,True,4.9
CLOUD-001373,AST-02306,GCP,Serverless,True,None,True,True,Medium,7,False,False,5.9
CLOUD-001374,AST-02309,Azure,Networking,False,None,True,False,Medium,0,True,True,4.0
CLOUD-001375,AST-02311,Azure,Storage,False,None,False,True,High,2,False,True,3.4
CLOUD-001376,AST-02312,GCP,DevOps,False,None,True,True,Medium,1,False,False,1.2
CLOUD-001377,AST-02313,Azure,DevOps,False,None,True,True,High,3,True,False,4.3
CLOUD-001378,AST-02318,Azure,Database,False,None,True,True,High,1,False,False,1.9
CLOUD-001379,AST-02319,GCP,DevOps,True,None,True,False,High,7,False,True,7.1
CLOUD-001380,AST-02320,AWS,Database,False,None,False,False,High,0,False,True,4.3
CLOUD-001381,AST-02322,AWS,Compute,True,No Network ACL,False,True,Low,9,True,True,9.4
CLOUD-001382,AST-02324,Azure,Compute,False,None,True,True,Low,0,False,False,0.4
CLOUD-001383,AST-02325,GCP,ML,False,None,True,True,Medium,2,False,False,1.9
CLOUD-001384,AST-02326,AWS,Compute,False,None,True,True,High,1,False,False,2.5
CLOUD-001385,AST-02327,Azure,Compute,False,None,True,False,Low,2,False,True,1.1
CLOUD-001386,AST-02329,AWS,Serverless,False,None,True,True,Medium,3,False,False,1.2
CLOUD-001387,AST-02331,GCP,Container,False,None,True,True,Low,0,False,False,0.4
CLOUD-001388,AST-02336,Azure,Networking,True,Unrotated Access Keys,True,True,Medium,9,False,True,7.5
CLOUD-001389,AST-02340,GCP,Storage,False,None,True,True,Low,1,False,False,0.4
CLOUD-001390,AST-02341,Azure,Serverless,False,Public RDS Instance,True,True,Medium,3,False,True,3.7
CLOUD-001391,AST-02342,GCP,Compute,False,Public S3 Bucket,True,True,Low,1,False,True,2.7
CLOUD-001392,AST-02344,Azure,DevOps,True,None,True,True,High,1,False,False,5.5
CLOUD-001393,AST-02345,Azure,ML,False,None,False,True,High,1,False,True,3.2
CLOUD-001394,AST-02346,AWS,Serverless,False,No MFA on Root Account,True,True,Medium,2,True,True,4.5
CLOUD-001395,AST-02347,Azure,Analytics,False,None,False,True,High,1,False,True,4.0
CLOUD-001396,AST-02350,GCP,DevOps,False,None,True,True,High,0,False,False,1.9
CLOUD-001397,AST-02352,AWS,Networking,False,Open Security Group,True,True,Low,1,False,True,2.4
CLOUD-001398,AST-02353,Azure,Analytics,False,None,True,False,Low,1,False,True,1.4
CLOUD-001399,AST-02358,AWS,Storage,False,None,True,True,Low,2,False,False,0.5
CLOUD-001400,AST-02360,Azure,Database,False,None,True,True,High,1,False,False,2.4
CLOUD-001401,AST-02361,GCP,Database,False,None,False,False,High,1,False,True,4.4
CLOUD-001402,AST-02363,GCP,Container,False,None,False,False,Medium,0,False,True,3.9
CLOUD-001403,AST-02364,GCP,DevOps,False,None,True,True,Low,3,False,False,0.2
CLOUD-001404,AST-02366,AWS,ML,False,Open Security Group,True,False,Low,3,False,True,3.9
