incident_id,organization_id,asset_id,business_unit_id,threat_id,incident_type,attack_vector,detection_time,response_time,resolution_time,downtime_hours,data_records_affected,incident_severity,direct_financial_loss,recovery_cost,legal_cost,regulatory_penalty,customer_compensation,reputation_loss,total_financial_loss,control_failure,incident_resolved
INC-005024,ORG-001,AST-05513,BU-0003,THREAT-03331,Data Breach,Brute Force,289,39,43,18,3590414,High,4235958,3876307,2668218,4062507,980285452,5277014,1000405455,MFA Bypass,True
INC-005025,ORG-015,AST-09370,BU-0090,THREAT-00247,Insider Threat,Remote Desktop,414,15,18,14,59587,Low,128994,124643,53245,21049,4548748,81345,4958024,Unpatched Vulnerability,True
INC-005026,ORG-010,AST-02080,BU-0060,THREAT-00228,Ransomware,Social Engineering,168,9,448,589,241149,Low,14390,17489,6498,3285,67371764,4381,67417807,Cloud Misconfiguration,False
INC-005027,ORG-014,AST-01731,BU-0087,THREAT-04646,Cloud Breach,Social Engineering,115,48,69,78,41171,High,5545,5517,1634,1862,4268417,6223,4289198,Unpatched Vulnerability,True
INC-005028,ORG-017,AST-07066,BU-0108,THREAT-00729,Insider Threat,Web Application,83,31,40,13,67004,Low,787340,368447,102605,288259,22533528,715165,24795343,Firewall Misconfiguration,True
INC-005029,ORG-015,AST-08717,BU-0091,THREAT-03351,Cloud Breach,VPN,206,28,45,41,80984,High,6725823,5223390,2673111,1743511,21634272,3864644,41864751,Firewall Misconfiguration,True
INC-005030,ORG-011,AST-03905,BU-0068,THREAT-00965,Ransomware,Cloud Misconfiguration,305,17,375,431,108703,Low,143633,244056,67225,69528,42900533,165265,43590240,EDR Evasion,True
INC-005031,ORG-003,AST-09274,BU-0013,THREAT-01074,Data Breach,Insider,642,6,6,5,52411,Low,102559,61456,22602,62584,10225749,74609,10549558,EDR Evasion,True
INC-005032,ORG-014,AST-08776,BU-0085,THREAT-04138,Account Takeover,Supply Chain,372,4,18,109,92686,Medium,48360,14550,10918,17122,41344103,17505,41452558,Firewall Misconfiguration,True
INC-005033,ORG-013,AST-02235,BU-0081,THREAT-01713,Malware,Email,486,35,156,160,35014,Low,1417471,1023192,358464,20668,4871172,714437,8405404,EDR Evasion,False
INC-005034,ORG-025,AST-02747,BU-0150,THREAT-00224,Cloud Breach,Remote Desktop,199,41,109,70,82358,Medium,21588,4940,4827,4623,10779935,5968,10821881,Firewall Misconfiguration,True
INC-005035,ORG-020,AST-01159,BU-0124,THREAT-04437,Insider Threat,USB,601,23,23,160,7968,Medium,56575,19491,19599,12266,1463656,46908,1618494,Cloud Misconfiguration,True
INC-005036,ORG-005,AST-08631,BU-0028,THREAT-03184,Insider Threat,Insider,530,25,58,102,46359,Low,124466,69293,35624,26524,19969185,102596,20327688,Cloud Misconfiguration,True
INC-005037,ORG-007,AST-02615,BU-0038,THREAT-01439,Insider Threat,Insider,624,43,45,21,69903,Critical,11231198,8543926,3457591,3774590,9149108,5808483,41964897,Phishing Click,False
INC-005038,ORG-020,AST-00003,BU-0124,THREAT-02189,Malware,Insider,712,21,91,79,24282,Medium,31585,47086,14012,676,10317309,26711,10437379,MFA Bypass,True
INC-005039,ORG-024,AST-00131,BU-0142,THREAT-04455,Insider Threat,VPN,309,42,42,9,69714,Medium,3600468,4302196,849424,877536,10702204,3575479,23907307,Weak Password,True
INC-005040,ORG-015,AST-04622,BU-0094,THREAT-00939,DDoS,Web Application,94,18,38,23,0,Medium,2282371,438576,851127,0,0,2136114,5708188,None,True
INC-005041,ORG-022,AST-02659,BU-0132,THREAT-02046,Account Takeover,Web Application,527,23,26,15,26444,High,1160941,1899599,291422,700279,9123237,1135007,14310486,Weak Password,True
INC-005042,ORG-003,AST-04729,BU-0012,THREAT-01911,Account Takeover,Insider,549,47,58,33,4366,Medium,170795,60567,65644,7128,770797,108548,1183480,Cloud Misconfiguration,True
INC-005043,ORG-014,AST-05291,BU-0087,THREAT-00462,Account Takeover,Cloud Misconfiguration,348,33,89,96,28845,Low,1129,882,268,68,6538016,919,6541282,MFA Bypass,True
INC-005044,ORG-022,AST-08838,BU-0133,THREAT-01260,Cloud Breach,Remote Desktop,189,47,56,40,15589,Medium,831957,520621,179014,200147,2199929,332250,4263917,None,True
INC-005045,ORG-013,AST-01698,BU-0079,THREAT-01538,Malware,Brute Force,106,43,49,9,51094,Low,2018812,1130298,584857,810409,9534663,1168203,15247241,EDR Evasion,True
INC-005046,ORG-013,AST-07242,BU-0078,THREAT-02262,Ransomware,Email,565,9,21,306,268226,Low,576307,1098701,118173,323131,131246648,447783,133810743,MFA Bypass,True
INC-005047,ORG-003,AST-07026,BU-0014,THREAT-04087,Phishing,Social Engineering,400,24,26,9,84137,Low,111434,47342,37424,8759,25087977,69694,25362630,EDR Evasion,False
INC-005048,ORG-006,AST-07871,BU-0036,THREAT-03233,Insider Threat,Brute Force,510,32,57,114,93559,Low,172972,79414,47503,37086,16321795,75689,16734458,Phishing Click,True
INC-005049,ORG-018,AST-05326,BU-0115,THREAT-01983,DDoS,Cloud Misconfiguration,481,37,85,61,0,Low,403929,126126,165426,0,0,136480,831961,Weak Password,True
INC-005050,ORG-019,AST-03555,BU-0117,THREAT-04006,Malware,VPN,370,36,41,14,20093,Low,509047,377986,232792,195982,2762229,232853,4310890,Phishing Click,False
INC-005051,ORG-019,AST-03365,BU-0116,THREAT-00501,Phishing,Web Application,1,17,19,6,43900,Critical,2331759,2630729,1119917,89418,4681453,794402,11647678,Unpatched Vulnerability,True
INC-005052,ORG-007,AST-05682,BU-0041,THREAT-02188,Phishing,Web Application,83,1,129,149,76621,Medium,2612525,3019890,549960,335050,17371983,2312350,26201758,Phishing Click,False
INC-005053,ORG-024,AST-01370,BU-0140,THREAT-02917,Ransomware,Web Application,490,8,312,350,413145,Low,1922815,3271237,769494,1723080,91236962,1742040,100665627,Unpatched Vulnerability,True
INC-005054,ORG-015,AST-00805,BU-0095,THREAT-04506,Data Breach,Brute Force,141,1,6,32,87849,Low,1920030,804573,387825,1786036,7112251,530963,12541678,Unpatched Vulnerability,True
INC-005055,ORG-012,AST-04156,BU-0072,THREAT-01495,Insider Threat,Brute Force,202,20,30,22,29731,Medium,338242,241707,224108,32872,10897889,191940,11926757,Phishing Click,True
INC-005056,ORG-005,AST-05231,BU-0026,THREAT-04991,Phishing,Email,64,12,25,83,74682,Medium,425005,281203,288240,9873,27132973,437540,28574835,None,True
INC-005057,ORG-007,AST-07261,BU-0042,THREAT-01144,Cloud Breach,VPN,75,40,141,106,30620,Low,978352,989692,365863,74327,13262805,1043059,16714100,MFA Bypass,True
INC-005058,ORG-003,AST-05929,BU-0010,THREAT-01944,Insider Threat,Email,598,30,110,105,35549,Low,28173,34148,17034,20501,13968505,38837,14107198,Firewall Misconfiguration,False
INC-005059,ORG-008,AST-04127,BU-0049,THREAT-04676,Ransomware,Cloud Misconfiguration,429,7,142,157,217405,Low,20346,32869,8934,11519,76286628,8941,76369237,None,False
INC-005060,ORG-022,AST-08346,BU-0130,THREAT-02235,Account Takeover,Web Application,22,1,43,91,93199,Low,284001,304867,143275,54857,13663191,339077,14789269,Weak Password,True
INC-005061,ORG-017,AST-03270,BU-0107,THREAT-00285,Account Takeover,USB,471,48,55,27,39394,Medium,5566977,1942532,2340889,1321859,13599170,2196102,26967527,Unpatched Vulnerability,True
INC-005062,ORG-006,AST-08060,BU-0036,THREAT-02458,Malware,Insider,284,20,21,7,51413,Low,107383,45814,21091,42002,13464688,136831,13817810,EDR Evasion,True
INC-005063,ORG-006,AST-02219,BU-0036,THREAT-00997,Phishing,VPN,562,5,23,26,23760,Medium,274542,280492,122801,115165,1366839,268942,2428782,Weak Password,True
INC-005064,ORG-019,AST-09387,BU-0118,THREAT-02060,Account Takeover,Email,341,23,36,61,98641,Medium,730085,495932,222832,212861,17452406,462361,19576476,Cloud Misconfiguration,False
INC-005065,ORG-023,AST-02980,BU-0138,THREAT-03956,Malware,Insider,717,17,19,45,44812,Medium,1099290,800868,513164,531685,8898663,1324495,13168165,Cloud Misconfiguration,True
INC-005066,ORG-012,AST-01382,BU-0074,THREAT-04301,Malware,Cloud Misconfiguration,68,15,73,102,11185,Medium,576239,376986,273118,417931,5372882,660734,7677891,None,True
INC-005067,ORG-013,AST-08924,BU-0079,THREAT-02054,Ransomware,Cloud Misconfiguration,215,23,298,674,90637,Low,3909220,4912543,710410,1001146,14559410,1288298,26381027,Firewall Misconfiguration,True
INC-005068,ORG-025,AST-04603,BU-0150,THREAT-00468,DDoS,Insider,187,36,59,49,0,High,3031,946,1011,0,0,1440,6428,EDR Evasion,True
INC-005069,ORG-025,AST-08969,BU-0151,THREAT-00135,Data Breach,VPN,350,17,42,34,1565462,Medium,4652,1608,2147,4509,642152193,1874,642166982,EDR Evasion,False
INC-005070,ORG-010,AST-05318,BU-0061,THREAT-01962,Phishing,USB,624,12,69,63,28554,Medium,580150,245967,186177,211148,4420724,449753,6093918,Cloud Misconfiguration,False
INC-005071,ORG-012,AST-04070,BU-0072,THREAT-02363,Insider Threat,Cloud Misconfiguration,300,22,23,42,24620,Low,59733,26899,20978,36908,8920618,19647,9084784,Cloud Misconfiguration,True
INC-005072,ORG-011,AST-09420,BU-0068,THREAT-04830,DDoS,Brute Force,499,47,94,57,0,Medium,411801,166423,89979,0,0,161207,829411,None,True
INC-005073,ORG-012,AST-00966,BU-0073,THREAT-01586,DDoS,Insider,206,41,49,23,0,Low,294699,57069,120806,0,0,144096,616669,Unpatched Vulnerability,True
INC-005074,ORG-024,AST-03695,BU-0146,THREAT-00065,Data Breach,Brute Force,368,21,22,8,4571671,Low,396996,325758,175268,505180,579435285,481189,581319676,Phishing Click,True
INC-005075,ORG-006,AST-06959,BU-0033,THREAT-00733,Malware,Supply Chain,211,24,112,90,90424,Low,268842,218290,103702,52031,23953153,214029,24810048,Unpatched Vulnerability,True
INC-005076,ORG-012,AST-05378,BU-0070,THREAT-02567,Account Takeover,Web Application,618,38,45,87,86608,Medium,35403,50203,21190,32037,22595434,25752,22760018,Phishing Click,True
INC-005077,ORG-006,AST-05952,BU-0035,THREAT-00165,Cloud Breach,VPN,161,5,137,133,36290,High,1892108,561354,267625,188139,1975100,892824,5777150,Firewall Misconfiguration,False
INC-005078,ORG-011,AST-05298,BU-0066,THREAT-01243,Supply Chain Attack,Supply Chain,154,24,39,18,72275,Low,87749,67800,64973,68088,12426423,144507,12859540,Unpatched Vulnerability,True
INC-005079,ORG-020,AST-01058,BU-0124,THREAT-02599,Ransomware,Email,707,25,375,493,473523,Medium,17288,28125,4641,113,36254193,12549,36316910,Cloud Misconfiguration,True
INC-005080,ORG-021,AST-03740,BU-0127,THREAT-02598,Ransomware,Cloud Misconfiguration,200,38,250,446,356573,Medium,361180,303952,132725,170178,137546710,325945,138840690,Cloud Misconfiguration,True
INC-005081,ORG-024,AST-00289,BU-0143,THREAT-02763,Supply Chain Attack,Remote Desktop,270,34,77,50,76075,Medium,8516377,7647200,3617168,2368386,35566378,8447526,66163035,Unpatched Vulnerability,False
INC-005082,ORG-021,AST-06656,BU-0126,THREAT-00680,Malware,Email,328,20,30,74,95363,Critical,925159,602720,222570,245535,33480074,1169964,36646022,Cloud Misconfiguration,True
INC-005083,ORG-003,AST-07541,BU-0017,THREAT-03682,Data Breach,VPN,648,37,43,6,954168,Low,52817,18910,9091,35639,334792617,40372,334949447,EDR Evasion,True
INC-005084,ORG-022,AST-08064,BU-0134,THREAT-00806,Cloud Breach,USB,49,31,86,96,46432,Critical,1477587,1902024,348741,548214,2985007,704752,7966325,Cloud Misconfiguration,False
INC-005085,ORG-001,AST-05593,BU-0004,THREAT-03982,Cloud Breach,Email,306,30,72,58,98937,Medium,2811647,1002145,825545,965635,38101051,2340437,46046461,Phishing Click,True
INC-005086,ORG-008,AST-02588,BU-0049,THREAT-01541,Malware,USB,184,27,114,117,31373,Low,16673,13686,5632,2691,3475578,10794,3525054,Firewall Misconfiguration,False
INC-005087,ORG-019,AST-05746,BU-0120,THREAT-04906,Cloud Breach,Remote Desktop,204,23,31,10,22838,High,1820515,1283021,540748,780281,6671554,860100,11956218,EDR Evasion,True
INC-005088,ORG-012,AST-04637,BU-0071,THREAT-02927,Malware,Insider,495,18,57,142,7687,High,143049,121325,40829,8574,2768954,106578,3189310,EDR Evasion,True
INC-005089,ORG-013,AST-08738,BU-0079,THREAT-02570,Malware,USB,428,31,107,151,2274,High,5545729,1854753,1327298,2329511,698954,4597818,16354063,Cloud Misconfiguration,True
INC-005090,ORG-024,AST-07292,BU-0146,THREAT-03957,DDoS,VPN,373,31,33,28,0,High,1343229,362007,372764,0,0,1079767,3157767,MFA Bypass,True
INC-005091,ORG-015,AST-09592,BU-0093,THREAT-00014,Account Takeover,Web Application,144,37,48,28,26739,High,12087349,4900546,3953922,4370326,4967380,4894591,35174114,Cloud Misconfiguration,True
INC-005092,ORG-023,AST-03201,BU-0138,THREAT-04841,Cloud Breach,Web Application,38,3,4,6,97411,Low,1984948,1611284,559557,862187,20645260,1631791,27295026,Weak Password,False
INC-005093,ORG-024,AST-06777,BU-0145,THREAT-00755,Supply Chain Attack,Social Engineering,150,1,39,154,31888,Medium,3125731,2068442,1468608,1038582,4062275,1194165,12957804,Phishing Click,True
INC-005094,ORG-024,AST-04857,BU-0141,THREAT-01397,Insider Threat,Web Application,139,7,7,63,63724,Low,180967,144055,98563,23425,10066512,141408,10654930,Phishing Click,True
INC-005095,ORG-016,AST-08227,BU-0098,THREAT-00736,DDoS,Insider,49,26,65,71,0,Medium,7279,1654,5555,0,0,10232,24720,Cloud Misconfiguration,True
INC-005096,ORG-012,AST-08715,BU-0074,THREAT-04329,Account Takeover,Social Engineering,88,42,57,23,1627,Low,26607,20057,5456,6077,802633,7179,868008,Unpatched Vulnerability,True
INC-005097,ORG-018,AST-09305,BU-0112,THREAT-01424,Malware,VPN,97,34,70,80,43414,Medium,978972,843779,400552,78333,7811067,925103,11037807,MFA Bypass,False
INC-005098,ORG-007,AST-09525,BU-0042,THREAT-02977,Supply Chain Attack,Remote Desktop,662,29,124,107,35814,High,4728157,6959120,2739562,1034076,5069218,5572618,26102751,Unpatched Vulnerability,True
INC-005099,ORG-016,AST-06129,BU-0099,THREAT-00886,Insider Threat,Insider,574,32,42,24,58443,Low,5658,6965,2629,521,15947951,4683,15968406,Cloud Misconfiguration,True
INC-005100,ORG-016,AST-01986,BU-0100,THREAT-00621,Account Takeover,VPN,713,12,14,69,19894,Low,2920,1673,752,396,4505019,3492,4514251,Weak Password,True
INC-005101,ORG-007,AST-01915,BU-0042,THREAT-04695,Cloud Breach,VPN,194,12,15,88,59661,High,1057639,870027,359745,245859,12085887,870729,15489886,EDR Evasion,True
INC-005102,ORG-005,AST-00348,BU-0029,THREAT-00507,Insider Threat,Remote Desktop,203,6,11,82,40855,High,1340946,421350,293479,624509,18798463,805416,22284164,None,True
INC-005103,ORG-016,AST-09765,BU-0102,THREAT-03791,Cloud Breach,Insider,118,20,30,116,87794,Low,676,508,291,149,31067465,365,31069453,Phishing Click,True
INC-005104,ORG-019,AST-08120,BU-0119,THREAT-02669,Phishing,Brute Force,385,36,78,153,21637,Low,506372,273250,258462,51752,7647857,514415,9252109,Firewall Misconfiguration,True
INC-005105,ORG-016,AST-04675,BU-0097,THREAT-03236,Ransomware,USB,297,4,9,140,473014,Low,9349,11294,1758,1934,125232234,4090,125260661,MFA Bypass,True
INC-005106,ORG-020,AST-08464,BU-0122,THREAT-04317,Data Breach,Supply Chain,560,10,11,6,1822672,Low,12861,11311,7003,15700,91302440,6568,91355883,MFA Bypass,True
INC-005107,ORG-007,AST-03943,BU-0042,THREAT-01757,Ransomware,Insider,71,27,148,408,439118,High,7601624,8947118,1227141,4127863,153302856,3726095,178932696,MFA Bypass,True
INC-005108,ORG-012,AST-05816,BU-0074,THREAT-01824,Insider Threat,USB,587,16,140,132,53207,Low,162532,283136,104932,11282,6859588,132762,7554232,Phishing Click,True
INC-005109,ORG-012,AST-06830,BU-0075,THREAT-01778,Insider Threat,USB,126,33,42,21,22004,Medium,394621,141914,204813,209064,6914628,441063,8306103,None,False
INC-005110,ORG-005,AST-04401,BU-0028,THREAT-02658,Data Breach,VPN,238,18,29,19,430805,Low,216208,78634,57799,115713,152974154,174614,153617122,Weak Password,True
INC-005111,ORG-019,AST-06823,BU-0118,THREAT-01714,Cloud Breach,Cloud Misconfiguration,685,33,55,162,79165,Medium,140949,181946,93801,52881,35809963,82941,36362480,Unpatched Vulnerability,True
INC-005112,ORG-007,AST-04047,BU-0039,THREAT-04482,Insider Threat,USB,157,19,24,11,50609,Low,2226234,1962948,725607,390382,12446102,1958808,19710080,Cloud Misconfiguration,False
INC-005113,ORG-004,AST-09395,BU-0020,THREAT-03004,Cloud Breach,Cloud Misconfiguration,397,30,73,147,43787,Low,55166,26426,26503,7154,15316313,35651,15467213,Firewall Misconfiguration,True
INC-005114,ORG-016,AST-03212,BU-0102,THREAT-01506,Insider Threat,Cloud Misconfiguration,405,31,52,32,15611,Medium,16036,7968,8705,455,4575383,20600,4629149,Weak Password,True
INC-005115,ORG-009,AST-08526,BU-0053,THREAT-01941,Phishing,Brute Force,719,7,55,80,9928,Low,61823,29242,16851,12549,2588747,32629,2741841,None,False
INC-005116,ORG-020,AST-01902,BU-0124,THREAT-04435,Account Takeover,VPN,307,19,51,70,56660,High,8707,6492,3815,1440,13025029,15204,13060687,None,False
INC-005117,ORG-007,AST-04047,BU-0039,THREAT-04519,Supply Chain Attack,Insider,365,41,44,14,47735,Medium,7633211,4736675,1189440,3565387,22189666,4922675,44237054,MFA Bypass,True
INC-005118,ORG-014,AST-07910,BU-0084,THREAT-02183,Malware,Remote Desktop,667,45,176,153,76487,Low,8331,7096,2642,1764,15686672,2664,15709169,Phishing Click,True
INC-005119,ORG-022,AST-01693,BU-0134,THREAT-03581,Malware,Social Engineering,603,39,192,161,25917,Low,585006,613739,339337,216618,8235273,320165,10310138,None,True
INC-005120,ORG-023,AST-06100,BU-0136,THREAT-01281,Insider Threat,Email,623,25,71,109,27201,Medium,4939145,1470800,2488630,161105,7301016,2615026,18975721,None,True
INC-005121,ORG-024,AST-01573,BU-0141,THREAT-00667,Account Takeover,VPN,18,13,107,118,20939,Medium,1222903,870452,475161,702769,4649102,1513452,9433839,EDR Evasion,True
INC-005122,ORG-022,AST-09932,BU-0135,THREAT-02666,Data Breach,Web Application,540,6,10,13,1286730,Low,396564,392861,287929,196635,613692572,198987,615165549,Weak Password,True
INC-005123,ORG-022,AST-06058,BU-0132,THREAT-04076,DDoS,Email,298,4,21,62,0,Medium,1133322,262347,312690,0,0,674318,2382678,Cloud Misconfiguration,True
INC-005124,ORG-020,AST-03587,BU-0124,THREAT-04535,Malware,Cloud Misconfiguration,3,13,88,102,3015,High,59327,14277,21104,21432,1081931,43619,1241690,None,True
INC-005125,ORG-016,AST-01841,BU-0102,THREAT-02141,DDoS,Cloud Misconfiguration,643,30,34,61,0,Medium,11980,1823,3801,0,0,5211,22815,MFA Bypass,True
INC-005126,ORG-015,AST-02778,BU-0093,THREAT-04392,Insider Threat,Email,449,43,175,133,87444,Medium,479864,347950,71823,8723,9194540,236616,10339517,EDR Evasion,True
INC-005127,ORG-011,AST-06477,BU-0068,THREAT-04267,Cloud Breach,Insider,578,17,68,67,48237,Low,63502,82066,41753,4813,3983381,65534,4241048,Cloud Misconfiguration,True
INC-005128,ORG-021,AST-03910,BU-0128,THREAT-02886,Account Takeover,Remote Desktop,354,29,89,160,70835,High,27390,29244,21262,5104,6757196,51507,6891702,EDR Evasion,True
INC-005129,ORG-015,AST-08350,BU-0094,THREAT-02962,Ransomware,Remote Desktop,377,35,226,466,66389,Low,1461826,1782661,416073,239926,9395191,1295005,14590682,Unpatched Vulnerability,True
INC-005130,ORG-011,AST-06468,BU-0063,THREAT-02492,Cloud Breach,VPN,522,23,41,90,86875,Medium,150616,166675,66458,24457,12259078,78394,12745678,None,False
INC-005131,ORG-014,AST-08036,BU-0087,THREAT-04701,DDoS,Web Application,309,23,23,3,0,High,33186,10380,9886,0,0,42505,95957,EDR Evasion,False
INC-005132,ORG-021,AST-06912,BU-0127,THREAT-02487,Phishing,Supply Chain,401,25,43,82,36911,Low,26205,28300,14839,8151,10347044,26793,10451332,Unpatched Vulnerability,True
INC-005133,ORG-002,AST-07399,BU-0008,THREAT-02476,DDoS,Supply Chain,610,44,90,46,0,Low,16900,5347,3428,0,0,6801,32477,None,True
INC-005134,ORG-017,AST-03749,BU-0109,THREAT-04054,Malware,USB,381,35,84,70,49796,Medium,6459292,7744767,3230698,72145,12686142,5824763,36017807,Unpatched Vulnerability,True
INC-005135,ORG-010,AST-00318,BU-0061,THREAT-00415,Account Takeover,Web Application,139,22,39,17,88927,Low,216711,101225,84503,29096,13805950,192722,14430208,None,True
INC-005136,ORG-004,AST-00324,BU-0020,THREAT-04805,Insider Threat,Insider,614,38,181,151,37250,Low,138156,103851,39760,3707,4448896,65938,4800308,EDR Evasion,True
INC-005137,ORG-020,AST-01072,BU-0121,THREAT-03615,Account Takeover,Supply Chain,440,15,57,67,25964,Medium,9758,3744,2559,3456,7086724,3767,7110008,EDR Evasion,True
INC-005138,ORG-007,AST-07634,BU-0040,THREAT-03402,Phishing,Email,112,45,55,164,26503,Low,1027180,465894,264574,115887,5527856,951469,8352860,Cloud Misconfiguration,True
INC-005139,ORG-007,AST-01226,BU-0040,THREAT-04227,Malware,Supply Chain,412,19,40,84,48056,Low,1156346,780282,587599,291997,7729840,1119636,11665699,Weak Password,True
INC-005140,ORG-022,AST-08692,BU-0130,THREAT-03691,Malware,Supply Chain,598,48,58,33,44694,High,1044425,871164,540340,377903,14095614,1008339,17937785,Cloud Misconfiguration,True
INC-005141,ORG-007,AST-08739,BU-0038,THREAT-04876,Data Breach,USB,589,38,38,5,3300603,Low,1197357,674929,427633,1492592,432166674,423561,436382746,EDR Evasion,True
INC-005142,ORG-006,AST-03582,BU-0035,THREAT-01297,Account Takeover,Supply Chain,307,29,105,102,6859,Low,23628,11033,6188,4098,1037645,19483,1102075,Cloud Misconfiguration,True
INC-005143,ORG-021,AST-08668,BU-0128,THREAT-00446,Ransomware,VPN,156,10,431,544,220842,Medium,128647,220954,35052,32972,17704508,167706,18289838,MFA Bypass,True
INC-005144,ORG-023,AST-09842,BU-0138,THREAT-02833,Data Breach,USB,600,14,47,48,2202876,Medium,3022643,979535,373365,1082065,944383830,1197988,951039426,MFA Bypass,True
INC-005145,ORG-010,AST-05116,BU-0057,THREAT-00703,Cloud Breach,Supply Chain,59,19,128,164,49214,Medium,392436,154915,89387,51036,12335187,276543,13299503,Firewall Misconfiguration,False
INC-005146,ORG-002,AST-07389,BU-0009,THREAT-03278,Insider Threat,Brute Force,162,14,94,111,44239,High,16819,26445,9608,5389,8327722,12491,8398475,Weak Password,True
INC-005147,ORG-018,AST-09246,BU-0115,THREAT-04512,Insider Threat,Cloud Misconfiguration,689,12,164,161,53453,Low,133849,132122,85907,59598,8081115,175549,8668140,None,False
INC-005148,ORG-013,AST-03108,BU-0082,THREAT-01066,Cloud Breach,Email,354,9,89,96,28456,Medium,6731464,3136411,1866656,1218114,4978778,2595773,20527195,None,True
INC-005149,ORG-025,AST-00568,BU-0149,THREAT-01633,Data Breach,VPN,230,20,34,36,454273,Low,1863,1272,505,1315,154470709,2006,154477669,Firewall Misconfiguration,True
INC-005150,ORG-018,AST-01646,BU-0112,THREAT-01576,DDoS,Remote Desktop,448,4,8,6,0,Low,177852,24599,39000,0,0,112775,354227,EDR Evasion,False
INC-005151,ORG-025,AST-03944,BU-0148,THREAT-01144,DDoS,USB,126,23,35,14,0,Medium,8794,2030,1616,0,0,7673,20114,Weak Password,False
INC-005152,ORG-006,AST-04626,BU-0035,THREAT-03966,DDoS,Insider,650,27,33,20,0,Medium,962498,166290,216269,0,0,225500,1570557,Weak Password,True
INC-005153,ORG-017,AST-02417,BU-0110,THREAT-04672,Data Breach,Supply Chain,277,19,54,43,3699504,High,5151462,4598013,1532435,9762488,606647993,4926940,632619332,Cloud Misconfiguration,True
INC-005154,ORG-012,AST-05378,BU-0070,THREAT-00553,Data Breach,Web Application,28,10,19,10,2216712,Medium,58489,48559,23789,46571,168013512,64248,168255169,MFA Bypass,True
INC-005155,ORG-025,AST-05819,BU-0147,THREAT-02838,Account Takeover,Insider,480,9,11,5,83320,Low,3396,2462,935,921,13226508,2616,13236838,Cloud Misconfiguration,False
INC-005156,ORG-007,AST-00032,BU-0038,THREAT-01225,Malware,Insider,420,37,72,131,59612,High,7220616,6653577,6704361,5200546,24422016,5845403,56046519,Unpatched Vulnerability,True
INC-005157,ORG-009,AST-00362,BU-0054,THREAT-03280,Phishing,Brute Force,519,22,45,73,13007,Low,201580,108036,60609,37875,4139516,55625,4603242,Phishing Click,True
INC-005158,ORG-009,AST-03177,BU-0052,THREAT-00272,Supply Chain Attack,Insider,299,12,12,1,97973,Medium,220459,171829,148773,129085,32169358,275915,33115418,Weak Password,False
INC-005159,ORG-010,AST-02253,BU-0061,THREAT-00099,Phishing,Cloud Misconfiguration,154,34,34,1,14915,Critical,1752994,1309352,453121,135581,6028387,1717212,11396646,Phishing Click,True
INC-005160,ORG-014,AST-09894,BU-0085,THREAT-00843,Ransomware,Supply Chain,312,33,169,504,462378,Low,564,1006,407,206,159486719,726,159489628,Unpatched Vulnerability,True
INC-005161,ORG-019,AST-00191,BU-0119,THREAT-00607,Insider Threat,Brute Force,182,33,120,156,67105,Medium,789831,305588,338458,194930,27236374,310480,29175661,Weak Password,True
INC-005162,ORG-015,AST-03336,BU-0089,THREAT-04590,Insider Threat,Remote Desktop,203,24,108,101,72565,Critical,10392187,6666617,2751580,5324387,33577322,17694376,76406468,Cloud Misconfiguration,False
INC-005163,ORG-004,AST-06934,BU-0024,THREAT-01174,Malware,VPN,584,39,43,16,65300,Low,125036,81124,59633,79810,21017395,175199,21538197,Phishing Click,True
INC-005164,ORG-003,AST-04036,BU-0011,THREAT-01177,Malware,VPN,676,46,85,127,74707,Low,89616,55007,41309,2101,31977409,35595,32201037,Unpatched Vulnerability,True
INC-005165,ORG-002,AST-00138,BU-0006,THREAT-01768,Malware,Email,219,35,90,56,1483,Medium,58404,70363,11904,42879,295314,74324,553188,Weak Password,True
INC-005166,ORG-025,AST-02095,BU-0150,THREAT-04326,Cloud Breach,Web Application,307,27,139,158,95742,Low,5491,3332,2931,1128,5596709,3045,5612636,Cloud Misconfiguration,False
INC-005167,ORG-006,AST-04553,BU-0035,THREAT-03591,Data Breach,Remote Desktop,582,29,32,16,133670,Low,16229,6438,9664,19488,21654833,10460,21717112,Cloud Misconfiguration,False
INC-005168,ORG-002,AST-06004,BU-0007,THREAT-04329,Insider Threat,Remote Desktop,81,23,41,91,21653,Low,39470,51729,12250,3298,3548538,30722,3686006,Weak Password,True
INC-005169,ORG-019,AST-03011,BU-0118,THREAT-03377,Ransomware,Web Application,41,33,170,493,487723,Low,485974,614387,169834,322044,228390090,143591,230125920,Phishing Click,True
INC-005170,ORG-022,AST-05536,BU-0135,THREAT-03175,Insider Threat,USB,604,23,89,130,49931,Medium,157560,111686,23284,81445,17010601,76312,17460888,EDR Evasion,True
INC-005171,ORG-015,AST-08516,BU-0089,THREAT-02569,Ransomware,Brute Force,607,21,149,427,70164,Low,1030441,2193060,620369,1207301,14252894,795503,20099567,Cloud Misconfiguration,True
INC-005172,ORG-001,AST-08018,BU-0001,THREAT-01825,Account Takeover,USB,260,10,22,45,9939,Medium,3090357,3512913,2367083,1181362,2460761,2737005,15349482,Weak Password,False
INC-005173,ORG-005,AST-02072,BU-0032,THREAT-00692,Ransomware,Remote Desktop,387,31,205,197,49828,Low,74878,82461,43449,15299,16912978,31242,17160307,EDR Evasion,True
